route_id,manifest_id,vehicle_id,warehouse_id,stop_sequence,fps_id,latitude,longitude,distance_from_previous_km,eta_minutes,route_status
RT-0002636,MAN-000222,VEH-0031,WH-006,4,FPS-0106,13.894832,75.563596,18.19,40,DRAFT
RT-0002637,MAN-000222,VEH-0031,WH-006,4,FPS-0106,13.894832,75.563596,18.19,40,DRAFT
RT-0002638,MAN-000222,VEH-0031,WH-006,5,FPS-0431,14.022107,75.239731,37.71,82,DRAFT
RT-0002639,MAN-000222,VEH-0031,WH-006,5,FPS-0431,14.022107,75.239731,37.71,82,DRAFT
RT-0002640,MAN-000222,VEH-0031,WH-006,6,FPS-0156,14.046609,75.302262,7.28,16,DRAFT
RT-0002641,MAN-000222,VEH-0031,WH-006,6,FPS-0156,14.046609,75.302262,7.28,16,DRAFT
RT-0002642,MAN-000223,VEH-0081,WH-006,1,FPS-0131,14.136805,75.561537,22.39,49,PLANNED
RT-0002643,MAN-000223,VEH-0081,WH-006,1,FPS-0131,14.136805,75.561537,22.39,49,PLANNED
RT-0002644,MAN-000223,VEH-0081,WH-006,2,FPS-0406,13.907382,75.374055,32.56,71,PLANNED
RT-0002645,MAN-000223,VEH-0081,WH-006,2,FPS-0406,13.907382,75.374055,32.56,71,PLANNED
RT-0002646,MAN-000223,VEH-0081,WH-006,3,FPS-0581,14.094895,75.36465,20.88,45,PLANNED
RT-0002647,MAN-000223,VEH-0081,WH-006,3,FPS-0581,14.094895,75.36465,20.88,45,PLANNED
RT-0002648,MAN-000223,VEH-0081,WH-006,4,FPS-0456,14.093528,75.243401,13.08,28,PLANNED
RT-0002649,MAN-000223,VEH-0081,WH-006,4,FPS-0456,14.093528,75.243401,13.08,28,PLANNED
RT-0002650,MAN-000223,VEH-0081,WH-006,5,FPS-0556,13.92227,75.580968,41.1,90,PLANNED
RT-0002651,MAN-000223,VEH-0081,WH-006,5,FPS-0556,13.92227,75.580968,41.1,90,PLANNED
RT-0002652,MAN-000223,VEH-0081,WH-006,6,FPS-0306,13.832433,75.356242,26.24,57,PLANNED
RT-0002653,MAN-000223,VEH-0081,WH-006,6,FPS-0306,13.832433,75.356242,26.24,57,PLANNED
RT-0002654,MAN-000224,VEH-0056,WH-006,1,FPS-0181,14.022747,75.406812,2.53,5,DRAFT
RT-0002655,MAN-000224,VEH-0056,WH-006,1,FPS-0181,14.022747,75.406812,2.53,5,DRAFT
RT-0002656,MAN-000224,VEH-0056,WH-006,2,FPS-0356,14.054452,75.339605,8.06,17,DRAFT
RT-0002657,MAN-000224,VEH-0056,WH-006,2,FPS-0356,14.054452,75.339605,8.06,17,DRAFT
RT-0002658,MAN-000224,VEH-0056,WH-006,3,FPS-0081,14.110555,75.367652,6.93,15,DRAFT
RT-0002659,MAN-000224,VEH-0056,WH-006,3,FPS-0081,14.110555,75.367652,6.93,15,DRAFT
RT-0002660,MAN-000224,VEH-0056,WH-006,4,FPS-0531,14.072808,75.513227,16.25,35,DRAFT
RT-0002661,MAN-000224,VEH-0056,WH-006,4,FPS-0531,14.072808,75.513227,16.25,35,DRAFT
RT-0002662,MAN-000224,VEH-0056,WH-006,5,FPS-0031,14.003727,75.408361,13.67,30,DRAFT
RT-0002663,MAN-000224,VEH-0056,WH-006,5,FPS-0031,14.003727,75.408361,13.67,30,DRAFT
RT-0002664,MAN-000224,VEH-0056,WH-006,6,FPS-0056,14.16453,75.313848,20.58,45,DRAFT
RT-0002665,MAN-000224,VEH-0056,WH-006,6,FPS-0056,14.16453,75.313848,20.58,45,DRAFT
RT-0002666,MAN-000225,VEH-0107,WH-007,1,FPS-0407,12.82496,77.528355,13.55,29,DRAFT
RT-0002667,MAN-000225,VEH-0107,WH-007,1,FPS-0407,12.82496,77.528355,13.55,29,DRAFT
RT-0002668,MAN-000225,VEH-0107,WH-007,2,FPS-0032,12.548978,77.659959,33.85,74,DRAFT
RT-0002669,MAN-000225,VEH-0107,WH-007,2,FPS-0032,12.548978,77.659959,33.85,74,DRAFT
RT-0002670,MAN-000225,VEH-0107,WH-007,3,FPS-0107,12.564214,77.615477,5.12,11,DRAFT
RT-0002671,MAN-000225,VEH-0107,WH-007,3,FPS-0107,12.564214,77.615477,5.12,11,DRAFT
RT-0002672,MAN-000225,VEH-0107,WH-007,4,FPS-0207,12.864262,77.549871,34.11,75,DRAFT
RT-0002673,MAN-000225,VEH-0107,WH-007,4,FPS-0207,12.864262,77.549871,34.11,75,DRAFT
RT-0002674,MAN-000225,VEH-0107,WH-007,5,FPS-0007,12.690828,77.559077,19.31,42,DRAFT
RT-0002675,MAN-000225,VEH-0107,WH-007,5,FPS-0007,12.690828,77.559077,19.31,42,DRAFT
RT-0002676,MAN-000225,VEH-0107,WH-007,6,FPS-0357,12.593705,77.546943,10.88,23,DRAFT
RT-0002677,MAN-000225,VEH-0107,WH-007,6,FPS-0357,12.593705,77.546943,10.88,23,DRAFT
RT-0002678,MAN-000226,VEH-0082,WH-007,1,FPS-0307,12.641995,77.39418,18.0,39,PLANNED
RT-0002679,MAN-000226,VEH-0082,WH-007,1,FPS-0307,12.641995,77.39418,18.0,39,PLANNED
RT-0002680,MAN-000226,VEH-0082,WH-007,2,FPS-0557,12.651002,77.508772,12.47,27,PLANNED
RT-0002681,MAN-000226,VEH-0082,WH-007,2,FPS-0557,12.651002,77.508772,12.47,27,PLANNED
RT-0002682,MAN-000226,VEH-0082,WH-007,3,FPS-0507,12.741234,77.522262,10.14,22,PLANNED
RT-0002683,MAN-000226,VEH-0082,WH-007,3,FPS-0507,12.741234,77.522262,10.14,22,PLANNED
RT-0002684,MAN-000226,VEH-0082,WH-007,4,FPS-0082,12.54943,77.663588,26.27,57,PLANNED
RT-0002685,MAN-000226,VEH-0082,WH-007,4,FPS-0082,12.54943,77.663588,26.27,57,PLANNED
RT-0002686,MAN-000226,VEH-0082,WH-007,5,FPS-0382,12.620885,77.419314,27.67,60,PLANNED
RT-0002687,MAN-000226,VEH-0082,WH-007,5,FPS-0382,12.620885,77.419314,27.67,60,PLANNED
RT-0002688,MAN-000226,VEH-0082,WH-007,6,FPS-0232,12.798667,77.647201,31.65,69,PLANNED
RT-0002689,MAN-000226,VEH-0082,WH-007,6,FPS-0232,12.798667,77.647201,31.65,69,PLANNED
RT-0002690,MAN-000227,VEH-0057,WH-007,1,FPS-0157,12.737549,77.410039,15.33,33,PLANNED
RT-0002691,MAN-000227,VEH-0057,WH-007,1,FPS-0157,12.737549,77.410039,15.33,33,PLANNED
RT-0002692,MAN-000227,VEH-0057,WH-007,2,FPS-0432,12.671301,77.379341,8.08,17,PLANNED
RT-0002693,MAN-000227,VEH-0057,WH-007,2,FPS-0432,12.671301,77.379341,8.08,17,PLANNED
RT-0002694,MAN-000227,VEH-0057,WH-007,3,FPS-0482,12.822367,77.606856,29.85,65,PLANNED
RT-0002695,MAN-000227,VEH-0057,WH-007,3,FPS-0482,12.822367,77.606856,29.85,65,PLANNED
RT-0002696,MAN-000227,VEH-0057,WH-007,4,FPS-0332,12.677135,77.482634,21.03,46,PLANNED
RT-0002697,MAN-000227,VEH-0057,WH-007,4,FPS-0332,12.677135,77.482634,21.03,46,PLANNED
RT-0002698,MAN-000227,VEH-0057,WH-007,5,FPS-0132,12.568844,77.686868,25.22,55,PLANNED
RT-0002699,MAN-000227,VEH-0057,WH-007,5,FPS-0132,12.568844,77.686868,25.22,55,PLANNED
RT-0002700,MAN-000227,VEH-0057,WH-007,6,FPS-0457,12.857697,77.563575,34.79,76,PLANNED
RT-0002701,MAN-000227,VEH-0057,WH-007,6,FPS-0457,12.857697,77.563575,34.79,76,PLANNED
RT-0002702,MAN-000228,VEH-0057,WH-007,1,FPS-0182,12.671775,77.51403,5.13,11,PLANNED
RT-0002703,MAN-000228,VEH-0057,WH-007,1,FPS-0182,12.671775,77.51403,5.13,11,PLANNED
RT-0002704,MAN-000228,VEH-0057,WH-007,2,FPS-0282,12.616425,77.423646,11.58,25,PLANNED
RT-0002705,MAN-000228,VEH-0057,WH-007,2,FPS-0282,12.616425,77.423646,11.58,25,PLANNED
RT-0002706,MAN-000228,VEH-0057,WH-007,3,FPS-0057,12.69967,77.492279,11.88,26,PLANNED
RT-0002707,MAN-000228,VEH-0057,WH-007,3,FPS-0057,12.69967,77.492279,11.88,26,PLANNED
RT-0002708,MAN-000228,VEH-0057,WH-007,4,FPS-0532,12.875429,77.496092,19.55,43,PLANNED
RT-0002709,MAN-000228,VEH-0057,WH-007,4,FPS-0532,12.875429,77.496092,19.55,43,PLANNED
RT-0002710,MAN-000228,VEH-0057,WH-007,5,FPS-0257,12.647093,77.542682,25.89,56,PLANNED
RT-0002711,MAN-000228,VEH-0057,WH-007,5,FPS-0257,12.647093,77.542682,25.89,56,PLANNED
RT-0002712,MAN-000228,VEH-0057,WH-007,6,FPS-0582,12.706248,77.696131,17.9,39,PLANNED
RT-0002713,MAN-000228,VEH-0057,WH-007,6,FPS-0582,12.706248,77.696131,17.9,39,PLANNED
RT-0002714,MAN-000229,VEH-0133,WH-008,1,FPS-0433,12.414658,76.411854,19.98,43,PLANNED
RT-0002715,MAN-000229,VEH-0133,WH-008,1,FPS-0433,12.414658,76.411854,19.98,43,PLANNED
RT-0002716,MAN-000229,VEH-0133,WH-008,2,FPS-0408,12.662189,76.422791,27.55,60,PLANNED
RT-0002717,MAN-000229,VEH-0133,WH-008,2,FPS-0408,12.662189,76.422791,27.55,60,PLANNED
RT-0002718,MAN-000229,VEH-0133,WH-008,3,FPS-0333,12.422852,76.234514,33.55,73,PLANNED
RT-0002719,MAN-000229,VEH-0133,WH-008,3,FPS-0333,12.422852,76.234514,33.55,73,PLANNED
RT-0002720,MAN-000229,VEH-0133,WH-008,4,FPS-0558,12.503736,76.303868,11.73,25,PLANNED
RT-0002721,MAN-000229,VEH-0133,WH-008,4,FPS-0558,12.503736,76.303868,11.73,25,PLANNED
RT-0002722,MAN-000229,VEH-0133,WH-008,5,FPS-0083,12.711831,76.255158,23.74,52,PLANNED
RT-0002723,MAN-000229,VEH-0133,WH-008,5,FPS-0083,12.711831,76.255158,23.74,52,PLANNED
RT-0002724,MAN-000229,VEH-0133,WH-008,6,FPS-0533,12.739784,76.340394,9.75,21,PLANNED
RT-0002725,MAN-000229,VEH-0133,WH-008,6,FPS-0533,12.739784,76.340394,9.75,21,PLANNED
RT-0002726,MAN-000230,VEH-0058,WH-008,1,FPS-0283,12.436089,76.45042,18.32,40,PLANNED
RT-0002727,MAN-000230,VEH-0058,WH-008,1,FPS-0283,12.436089,76.45042,18.32,40,PLANNED
RT-0002728,MAN-000230,VEH-0058,WH-008,2,FPS-0583,12.513328,76.264959,21.89,48,PLANNED
RT-0002729,MAN-000230,VEH-0058,WH-008,2,FPS-0583,12.513328,76.264959,21.89,48,PLANNED
RT-0002730,MAN-000230,VEH-0058,WH-008,3,FPS-0483,12.680854,76.256923,18.65,41,PLANNED
RT-0002731,MAN-000230,VEH-0058,WH-008,3,FPS-0483,12.680854,76.256923,18.65,41,PLANNED
RT-0002732,MAN-000230,VEH-0058,WH-008,4,FPS-0458,12.479288,76.314886,23.28,51,PLANNED
RT-0002733,MAN-000230,VEH-0058,WH-008,4,FPS-0458,12.479288,76.314886,23.28,51,PLANNED
RT-0002734,MAN-000230,VEH-0058,WH-008,5,FPS-0008,12.528687,76.325398,5.61,12,PLANNED
RT-0002735,MAN-000230,VEH-0058,WH-008,5,FPS-0008,12.528687,76.325398,5.61,12,PLANNED
RT-0002736,MAN-000230,VEH-0058,WH-008,6,FPS-0058,12.614965,76.569057,28.13,61,PLANNED
RT-0002737,MAN-000230,VEH-0058,WH-008,6,FPS-0058,12.614965,76.569057,28.13,61,PLANNED
RT-0002738,MAN-000231,VEH-0033,WH-008,1,FPS-0108,12.726473,76.287449,19.31,42,PLANNED
RT-0002739,MAN-000231,VEH-0033,WH-008,1,FPS-0108,12.726473,76.287449,19.31,42,PLANNED
RT-0002740,MAN-000231,VEH-0033,WH-008,2,FPS-0508,12.735829,76.433225,15.85,34,PLANNED
RT-0002741,MAN-000231,VEH-0033,WH-008,2,FPS-0508,12.735829,76.433225,15.85,34,PLANNED
RT-0002742,MAN-000231,VEH-0033,WH-008,3,FPS-0233,12.73793,76.386742,5.05,11,PLANNED
RT-0002743,MAN-000231,VEH-0033,WH-008,3,FPS-0233,12.73793,76.386742,5.05,11,PLANNED
RT-0002744,MAN-000231,VEH-0033,WH-008,4,FPS-0033,12.685042,76.509636,14.57,32,PLANNED
RT-0002745,MAN-000231,VEH-0033,WH-008,4,FPS-0033,12.685042,76.509636,14.57,32,PLANNED
RT-0002746,MAN-000231,VEH-0033,WH-008,5,FPS-0383,12.73888,76.27292,26.37,58,PLANNED
RT-0002747,MAN-000231,VEH-0033,WH-008,5,FPS-0383,12.73888,76.27292,26.37,58,PLANNED
RT-0002748,MAN-000231,VEH-0033,WH-008,6,FPS-0358,12.720039,76.248289,3.4,7,PLANNED
RT-0002749,MAN-000231,VEH-0033,WH-008,6,FPS-0358,12.720039,76.248289,3.4,7,PLANNED
RT-0002750,MAN-000232,VEH-0108,WH-008,1,FPS-0183,12.510652,76.486078,12.97,28,DRAFT
RT-0002751,MAN-000232,VEH-0108,WH-008,1,FPS-0183,12.510652,76.486078,12.97,28,DRAFT
RT-0002752,MAN-000232,VEH-0108,WH-008,2,FPS-0258,12.414278,76.312101,21.72,47,DRAFT
RT-0002753,MAN-000232,VEH-0108,WH-008,2,FPS-0258,12.414278,76.312101,21.72,47,DRAFT
RT-0002754,MAN-000232,VEH-0108,WH-008,3,FPS-0133,12.634061,76.340051,24.63,54,DRAFT
RT-0002755,MAN-000232,VEH-0108,WH-008,3,FPS-0133,12.634061,76.340051,24.63,54,DRAFT
RT-0002756,MAN-000232,VEH-0108,WH-008,4,FPS-0208,12.680703,76.371436,6.2,13,DRAFT
RT-0002757,MAN-000232,VEH-0108,WH-008,4,FPS-0208,12.680703,76.371436,6.2,13,DRAFT
RT-0002758,MAN-000232,VEH-0108,WH-008,5,FPS-0308,12.645112,76.435847,8.03,17,DRAFT
RT-0002759,MAN-000232,VEH-0108,WH-008,5,FPS-0308,12.645112,76.435847,8.03,17,DRAFT
RT-0002760,MAN-000232,VEH-0108,WH-008,6,FPS-0158,12.725324,76.519225,12.7,27,DRAFT
RT-0002761,MAN-000232,VEH-0108,WH-008,6,FPS-0158,12.725324,76.519225,12.7,27,DRAFT
RT-0002762,MAN-000233,VEH-0009,WH-009,1,FPS-0034,13.700795,77.101495,19.31,42,DRAFT
RT-0002763,MAN-000233,VEH-0009,WH-009,1,FPS-0034,13.700795,77.101495,19.31,42,DRAFT
RT-0002764,MAN-000233,VEH-0009,WH-009,2,FPS-0434,13.625488,77.009753,12.98,28,DRAFT
RT-0002765,MAN-000233,VEH-0009,WH-009,2,FPS-0434,13.625488,77.009753,12.98,28,DRAFT
RT-0002766,MAN-000233,VEH-0009,WH-009,3,FPS-0409,13.60208,76.964536,5.54,12,DRAFT
RT-0002767,MAN-000233,VEH-0009,WH-009,3,FPS-0409,13.60208,76.964536,5.54,12,DRAFT
RT-0002768,MAN-000233,VEH-0009,WH-009,4,FPS-0009,13.39894,77.095383,26.65,58,DRAFT
RT-0002769,MAN-000233,VEH-0009,WH-009,4,FPS-0009,13.39894,77.095383,26.65,58,DRAFT
RT-0002770,MAN-000233,VEH-0009,WH-009,5,FPS-0159,13.593234,76.830739,35.85,78,DRAFT
RT-0002771,MAN-000233,VEH-0009,WH-009,5,FPS-0159,13.593234,76.830739,35.85,78,DRAFT
RT-0002772,MAN-000233,VEH-0009,WH-009,6,FPS-0134,13.415691,76.896398,20.98,46,DRAFT
RT-0002773,MAN-000233,VEH-0009,WH-009,6,FPS-0134,13.415691,76.896398,20.98,46,DRAFT
RT-0002774,MAN-000234,VEH-0034,WH-009,1,FPS-0334,13.401981,77.086188,22.7,49,PLANNED
RT-0002775,MAN-000234,VEH-0034,WH-009,1,FPS-0334,13.401981,77.086188,22.7,49,PLANNED
RT-0002776,MAN-000234,VEH-0034,WH-009,2,FPS-0459,13.447931,76.8102,30.28,66,PLANNED
RT-0002777,MAN-000234,VEH-0034,WH-009,2,FPS-0459,13.447931,76.8102,30.28,66,PLANNED
RT-0002778,MAN-000234,VEH-0034,WH-009,3,FPS-0109,13.694531,76.812886,27.42,60,PLANNED
RT-0002779,MAN-000234,VEH-0034,WH-009,3,FPS-0109,13.694531,76.812886,27.42,60,PLANNED
RT-0002780,MAN-000234,VEH-0034,WH-009,4,FPS-0359,13.726549,77.062156,27.16,59,PLANNED
RT-0002781,MAN-000234,VEH-0034,WH-009,4,FPS-0359,13.726549,77.062156,27.16,59,PLANNED
RT-0002782,MAN-000234,VEH-0034,WH-009,5,FPS-0059,13.694955,77.015696,6.13,13,PLANNED
RT-0002783,MAN-000234,VEH-0034,WH-009,5,FPS-0059,13.694955,77.015696,6.13,13,PLANNED
RT-0002784,MAN-000234,VEH-0034,WH-009,6,FPS-0384,13.594804,76.977254,11.89,26,PLANNED
RT-0002785,MAN-000234,VEH-0034,WH-009,6,FPS-0384,13.594804,76.977254,11.89,26,PLANNED
RT-0002786,MAN-000235,VEH-0084,WH-009,1,FPS-0184,13.466907,76.863041,17.31,38,PLANNED
RT-0002787,MAN-000235,VEH-0084,WH-009,1,FPS-0184,13.466907,76.863041,17.31,38,PLANNED
RT-0002788,MAN-000235,VEH-0084,WH-009,2,FPS-0584,13.701371,77.062416,33.82,74,PLANNED
RT-0002789,MAN-000235,VEH-0084,WH-009,2,FPS-0584,13.701371,77.062416,33.82,74,PLANNED
RT-0002790,MAN-000235,VEH-0084,WH-009,3,FPS-0209,13.452591,76.799717,39.64,87,PLANNED
RT-0002791,MAN-000235,VEH-0084,WH-009,3,FPS-0209,13.452591,76.799717,39.64,87,PLANNED
RT-0002792,MAN-000235,VEH-0084,WH-009,4,FPS-0559,13.642429,76.893498,23.42,51,PLANNED
RT-0002793,MAN-000235,VEH-0084,WH-009,4,FPS-0559,13.642429,76.893498,23.42,51,PLANNED
RT-0002794,MAN-000235,VEH-0084,WH-009,5,FPS-0534,13.435971,76.929619,23.29,51,PLANNED
RT-0002795,MAN-000235,VEH-0084,WH-009,5,FPS-0534,13.435971,76.929619,23.29,51,PLANNED
RT-0002796,MAN-000235,VEH-0084,WH-009,6,FPS-0484,13.485008,77.045199,13.64,30,PLANNED
RT-0002797,MAN-000235,VEH-0084,WH-009,6,FPS-0484,13.485008,77.045199,13.64,30,PLANNED
RT-0002798,MAN-000236,VEH-0134,WH-009,1,FPS-0259,13.598217,77.155492,19.45,42,PLANNED
RT-0002799,MAN-000236,VEH-0134,WH-009,1,FPS-0259,13.598217,77.155492,19.45,42,PLANNED
RT-0002800,MAN-000236,VEH-0134,WH-009,2,FPS-0084,13.679691,77.040588,15.37,33,PLANNED
RT-0002801,MAN-000236,VEH-0134,WH-009,2,FPS-0084,13.679691,77.040588,15.37,33,PLANNED
RT-0002802,MAN-000236,VEH-0134,WH-009,3,FPS-0509,13.544975,77.100703,16.33,35,PLANNED
RT-0002803,MAN-000236,VEH-0134,WH-009,3,FPS-0509,13.544975,77.100703,16.33,35,PLANNED
RT-0002804,MAN-000236,VEH-0134,WH-009,4,FPS-0284,13.620718,77.149358,9.93,21,PLANNED
RT-0002805,MAN-000236,VEH-0134,WH-009,4,FPS-0284,13.620718,77.149358,9.93,21,PLANNED
RT-0002806,MAN-000236,VEH-0134,WH-009,5,FPS-0234,13.454356,76.841807,38.05,83,PLANNED
RT-0002807,MAN-000236,VEH-0134,WH-009,5,FPS-0234,13.454356,76.841807,38.05,83,PLANNED
RT-0002808,MAN-000236,VEH-0134,WH-009,6,FPS-0309,13.584892,77.138357,35.19,77,PLANNED
RT-0002809,MAN-000236,VEH-0134,WH-009,6,FPS-0309,13.584892,77.138357,35.19,77,PLANNED
RT-0002810,MAN-000237,VEH-0110,WH-010,1,FPS-0185,12.984543,77.183515,21.86,48,PLANNED
RT-0002811,MAN-000237,VEH-0110,WH-010,1,FPS-0185,12.984543,77.183515,21.86,48,PLANNED
RT-0002812,MAN-000237,VEH-0110,WH-010,2,FPS-0035,12.680423,77.110194,34.74,76,PLANNED
RT-0002813,MAN-000237,VEH-0110,WH-010,2,FPS-0035,12.680423,77.110194,34.74,76,PLANNED
RT-0002814,MAN-000237,VEH-0110,WH-010,3,FPS-0060,13.000102,77.221362,37.53,82,PLANNED
RT-0002815,MAN-000237,VEH-0110,WH-010,3,FPS-0060,13.000102,77.221362,37.53,82,PLANNED
RT-0002816,MAN-000237,VEH-0110,WH-010,4,FPS-0285,12.922832,77.055414,19.93,43,PLANNED
RT-0002817,MAN-000237,VEH-0110,WH-010,4,FPS-0285,12.922832,77.055414,19.93,43,PLANNED
RT-0002818,MAN-000237,VEH-0110,WH-010,5,FPS-0010,12.882361,76.981326,9.21,20,PLANNED
RT-0002819,MAN-000237,VEH-0110,WH-010,5,FPS-0010,12.882361,76.981326,9.21,20,PLANNED
RT-0002820,MAN-000237,VEH-0110,WH-010,6,FPS-0360,12.858455,76.978743,2.67,5,PLANNED
RT-0002821,MAN-000237,VEH-0110,WH-010,6,FPS-0360,12.858455,76.978743,2.67,5,PLANNED
RT-0002822,MAN-000238,VEH-0085,WH-010,1,FPS-0310,12.778817,77.00048,9.04,19,PLANNED
RT-0002823,MAN-000238,VEH-0085,WH-010,1,FPS-0310,12.778817,77.00048,9.04,19,PLANNED
RT-0002824,MAN-000238,VEH-0085,WH-010,2,FPS-0335,12.781168,77.166424,18.0,39,PLANNED
RT-0002825,MAN-000238,VEH-0085,WH-010,2,FPS-0335,12.781168,77.166424,18.0,39,PLANNED
RT-0002826,MAN-000238,VEH-0085,WH-010,3,FPS-0585,12.768443,77.194862,3.39,7,PLANNED
RT-0002827,MAN-000238,VEH-0085,WH-010,3,FPS-0585,12.768443,77.194862,3.39,7,PLANNED
RT-0002828,MAN-000238,VEH-0085,WH-010,4,FPS-0485,12.988504,77.030946,30.24,66,PLANNED
RT-0002829,MAN-000238,VEH-0085,WH-010,4,FPS-0485,12.988504,77.030946,30.24,66,PLANNED
RT-0002830,MAN-000238,VEH-0085,WH-010,5,FPS-0260,12.946822,77.20041,18.94,41,PLANNED
RT-0002831,MAN-000238,VEH-0085,WH-010,5,FPS-0260,12.946822,77.20041,18.94,41,PLANNED
RT-0002832,MAN-000238,VEH-0085,WH-010,6,FPS-0110,12.882114,76.944876,28.61,62,PLANNED
RT-0002833,MAN-000238,VEH-0085,WH-010,6,FPS-0110,12.882114,76.944876,28.61,62,PLANNED
RT-0002834,MAN-000239,VEH-0085,WH-010,1,FPS-0535,12.87203,77.119267,7.67,16,PLANNED
RT-0002835,MAN-000239,VEH-0085,WH-010,1,FPS-0535,12.87203,77.119267,7.67,16,PLANNED
RT-0002836,MAN-000239,VEH-0085,WH-010,2,FPS-0085,12.648322,77.076549,25.3,55,PLANNED
RT-0002837,MAN-000239,VEH-0085,WH-010,2,FPS-0085,12.648322,77.076549,25.3,55,PLANNED
RT-0002838,MAN-000239,VEH-0085,WH-010,3,FPS-0160,12.72001,77.00597,11.05,24,PLANNED
RT-0002839,MAN-000239,VEH-0085,WH-010,3,FPS-0160,12.72001,77.00597,11.05,24,PLANNED
RT-0002840,MAN-000239,VEH-0085,WH-010,4,FPS-0385,12.877474,76.992307,17.57,38,PLANNED
RT-0002841,MAN-000239,VEH-0085,WH-010,4,FPS-0385,12.877474,76.992307,17.57,38,PLANNED
RT-0002842,MAN-000239,VEH-0085,WH-010,5,FPS-0510,12.954649,77.024402,9.26,20,PLANNED
RT-0002843,MAN-000239,VEH-0085,WH-010,5,FPS-0510,12.954649,77.024402,9.26,20,PLANNED
RT-0002844,MAN-000239,VEH-0085,WH-010,6,FPS-0435,12.839531,76.971735,14.02,30,PLANNED
RT-0002845,MAN-000239,VEH-0085,WH-010,6,FPS-0435,12.839531,76.971735,14.02,30,PLANNED
RT-0002846,MAN-000240,VEH-0135,WH-010,1,FPS-0410,12.704992,76.90065,22.6,49,PLANNED
RT-0002847,MAN-000240,VEH-0135,WH-010,1,FPS-0410,12.704992,76.90065,22.6,49,PLANNED
RT-0002848,MAN-000240,VEH-0135,WH-010,2,FPS-0135,12.779285,77.042022,17.42,38,PLANNED
RT-0002849,MAN-000240,VEH-0135,WH-010,2,FPS-0135,12.779285,77.042022,17.42,38,PLANNED
RT-0002850,MAN-000240,VEH-0135,WH-010,3,FPS-0235,12.682882,77.152382,16.07,35,PLANNED
RT-0002851,MAN-000240,VEH-0135,WH-010,3,FPS-0235,12.682882,77.152382,16.07,35,PLANNED
RT-0002852,MAN-000240,VEH-0135,WH-010,4,FPS-0460,12.862764,77.15481,20.0,44,PLANNED
RT-0002853,MAN-000240,VEH-0135,WH-010,4,FPS-0460,12.862764,77.15481,20.0,44,PLANNED
RT-0002854,MAN-000240,VEH-0135,WH-010,5,FPS-0210,12.663145,77.207424,22.92,50,PLANNED
RT-0002855,MAN-000240,VEH-0135,WH-010,5,FPS-0210,12.663145,77.207424,22.92,50,PLANNED
RT-0002856,MAN-000240,VEH-0135,WH-010,6,FPS-0560,12.893788,76.938376,38.85,85,PLANNED
RT-0002857,MAN-000240,VEH-0135,WH-010,6,FPS-0560,12.893788,76.938376,38.85,85,PLANNED
RT-0002858,MAN-000241,VEH-0136,WH-011,1,FPS-0211,12.894878,76.131575,16.18,35,PLANNED
RT-0002859,MAN-000241,VEH-0136,WH-011,1,FPS-0211,12.894878,76.131575,16.18,35,PLANNED
RT-0002860,MAN-000241,VEH-0136,WH-011,2,FPS-0486,12.744545,76.204359,18.49,40,PLANNED
RT-0002861,MAN-000241,VEH-0136,WH-011,2,FPS-0486,12.744545,76.204359,18.49,40,PLANNED
RT-0002862,MAN-000241,VEH-0136,WH-011,3,FPS-0286,12.609597,76.306007,18.62,40,PLANNED
RT-0002863,MAN-000241,VEH-0136,WH-011,3,FPS-0286,12.609597,76.306007,18.62,40,PLANNED
RT-0002864,MAN-000241,VEH-0136,WH-011,4,FPS-0461,12.679212,76.150233,18.59,40,PLANNED
RT-0002865,MAN-000241,VEH-0136,WH-011,4,FPS-0461,12.679212,76.150233,18.59,40,PLANNED
RT-0002866,MAN-000241,VEH-0136,WH-011,5,FPS-0586,12.873315,76.00271,26.87,59,PLANNED
RT-0002867,MAN-000241,VEH-0136,WH-011,5,FPS-0586,12.873315,76.00271,26.87,59,PLANNED
RT-0002868,MAN-000241,VEH-0136,WH-011,6,FPS-0061,12.814612,76.2243,24.89,54,PLANNED
RT-0002869,MAN-000241,VEH-0136,WH-011,6,FPS-0061,12.814612,76.2243,24.89,54,PLANNED
RT-0002870,MAN-000242,VEH-0011,WH-011,1,FPS-0436,12.832027,76.148606,8.95,19,PLANNED
RT-0002871,MAN-000242,VEH-0011,WH-011,1,FPS-0436,12.832027,76.148606,8.95,19,PLANNED
RT-0002872,MAN-000242,VEH-0011,WH-011,2,FPS-0186,12.795115,76.222079,8.96,19,PLANNED
RT-0002873,MAN-000242,VEH-0011,WH-011,2,FPS-0186,12.795115,76.222079,8.96,19,PLANNED
RT-0002874,MAN-000242,VEH-0011,WH-011,3,FPS-0361,12.626625,76.206486,18.81,41,PLANNED
RT-0002875,MAN-000242,VEH-0011,WH-011,3,FPS-0361,12.626625,76.206486,18.81,41,PLANNED
RT-0002876,MAN-000242,VEH-0011,WH-011,4,FPS-0336,12.638655,76.229015,2.79,6,PLANNED
RT-0002877,MAN-000242,VEH-0011,WH-011,4,FPS-0336,12.638655,76.229015,2.79,6,PLANNED
RT-0002878,MAN-000242,VEH-0011,WH-011,5,FPS-0086,12.671075,76.271815,5.88,12,PLANNED
RT-0002879,MAN-000242,VEH-0011,WH-011,5,FPS-0086,12.671075,76.271815,5.88,12,PLANNED
