allocation_id,cycle,fps_id,commodity,requested_kg,allocated_kg,warehouse_id,status,source,approved_by,approved_at
ALLOC-0002642,2026-03,FPS-0121,WHEAT,216,216,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002643,2026-03,FPS-0122,RICE,178,178,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002644,2026-03,FPS-0122,WHEAT,203,203,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002645,2026-03,FPS-0123,RICE,202,202,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002646,2026-03,FPS-0123,WHEAT,199,199,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002647,2026-03,FPS-0124,RICE,307,307,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002648,2026-03,FPS-0124,WHEAT,206,206,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002649,2026-03,FPS-0125,RICE,205,205,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002650,2026-03,FPS-0125,WHEAT,193,193,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002651,2026-03,FPS-0126,RICE,196,196,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002652,2026-03,FPS-0126,WHEAT,202,202,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002653,2026-03,FPS-0127,RICE,191,191,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002654,2026-03,FPS-0127,WHEAT,179,179,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002655,2026-03,FPS-0128,RICE,191,191,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002656,2026-03,FPS-0128,WHEAT,213,213,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002657,2026-03,FPS-0129,RICE,213,213,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002658,2026-03,FPS-0129,WHEAT,177,177,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002659,2026-03,FPS-0130,RICE,208,208,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002660,2026-03,FPS-0130,WHEAT,191,191,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002661,2026-03,FPS-0131,RICE,197,197,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002662,2026-03,FPS-0131,WHEAT,183,183,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002663,2026-03,FPS-0132,RICE,302,302,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002664,2026-03,FPS-0132,WHEAT,196,196,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002665,2026-03,FPS-0133,RICE,205,205,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002666,2026-03,FPS-0133,WHEAT,201,201,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002667,2026-03,FPS-0134,RICE,192,192,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002668,2026-03,FPS-0134,WHEAT,196,196,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002669,2026-03,FPS-0135,RICE,192,192,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002670,2026-03,FPS-0135,WHEAT,185,185,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002671,2026-03,FPS-0136,RICE,217,217,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002672,2026-03,FPS-0136,WHEAT,195,195,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002673,2026-03,FPS-0137,RICE,175,175,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002674,2026-03,FPS-0137,WHEAT,167,167,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002675,2026-03,FPS-0138,RICE,275,275,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002676,2026-03,FPS-0138,WHEAT,205,205,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002677,2026-03,FPS-0139,RICE,197,197,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002678,2026-03,FPS-0139,WHEAT,204,204,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002679,2026-03,FPS-0140,RICE,206,206,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002680,2026-03,FPS-0140,WHEAT,154,154,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002681,2026-03,FPS-0141,RICE,183,183,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002682,2026-03,FPS-0141,WHEAT,193,193,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002683,2026-03,FPS-0142,RICE,177,177,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002684,2026-03,FPS-0142,WHEAT,196,196,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002685,2026-03,FPS-0143,RICE,233,233,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002686,2026-03,FPS-0143,WHEAT,186,186,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002687,2026-03,FPS-0144,RICE,243,243,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002688,2026-03,FPS-0144,WHEAT,216,216,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002689,2026-03,FPS-0145,RICE,162,162,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002690,2026-03,FPS-0145,WHEAT,186,186,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002691,2026-03,FPS-0146,RICE,200,200,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002692,2026-03,FPS-0146,WHEAT,204,204,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002693,2026-03,FPS-0147,RICE,199,199,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002694,2026-03,FPS-0147,WHEAT,189,189,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002695,2026-03,FPS-0148,RICE,299,299,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002696,2026-03,FPS-0148,WHEAT,210,210,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002697,2026-03,FPS-0149,RICE,288,288,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002698,2026-03,FPS-0149,WHEAT,202,202,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002699,2026-03,FPS-0150,RICE,193,193,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002700,2026-03,FPS-0150,WHEAT,170,170,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002701,2026-03,FPS-0151,RICE,231,231,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002702,2026-03,FPS-0151,WHEAT,198,198,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002703,2026-03,FPS-0152,RICE,211,211,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002704,2026-03,FPS-0152,WHEAT,208,208,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002705,2026-03,FPS-0153,RICE,210,210,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002706,2026-03,FPS-0153,WHEAT,197,197,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002707,2026-03,FPS-0154,RICE,174,174,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002708,2026-03,FPS-0154,WHEAT,186,186,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002709,2026-03,FPS-0155,RICE,213,213,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002710,2026-03,FPS-0155,WHEAT,205,205,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002711,2026-03,FPS-0156,RICE,180,180,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002712,2026-03,FPS-0156,WHEAT,197,197,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002713,2026-03,FPS-0157,RICE,219,219,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002714,2026-03,FPS-0157,WHEAT,193,193,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002715,2026-03,FPS-0158,RICE,198,198,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002716,2026-03,FPS-0158,WHEAT,204,204,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002717,2026-03,FPS-0159,RICE,179,179,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002718,2026-03,FPS-0159,WHEAT,204,204,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002719,2026-03,FPS-0160,RICE,190,190,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002720,2026-03,FPS-0160,WHEAT,185,185,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002721,2026-03,FPS-0161,RICE,275,275,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002722,2026-03,FPS-0161,WHEAT,182,182,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002723,2026-03,FPS-0162,RICE,186,186,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002724,2026-03,FPS-0162,WHEAT,183,183,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002725,2026-03,FPS-0163,RICE,177,177,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002726,2026-03,FPS-0163,WHEAT,182,182,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002727,2026-03,FPS-0164,RICE,208,208,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002728,2026-03,FPS-0164,WHEAT,183,183,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002729,2026-03,FPS-0165,RICE,178,178,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002730,2026-03,FPS-0165,WHEAT,198,198,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002731,2026-03,FPS-0166,RICE,197,197,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002732,2026-03,FPS-0166,WHEAT,190,190,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002733,2026-03,FPS-0167,RICE,220,220,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002734,2026-03,FPS-0167,WHEAT,189,189,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002735,2026-03,FPS-0168,RICE,187,187,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002736,2026-03,FPS-0168,WHEAT,194,194,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002737,2026-03,FPS-0169,RICE,169,169,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002738,2026-03,FPS-0169,WHEAT,206,206,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002739,2026-03,FPS-0170,RICE,182,182,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002740,2026-03,FPS-0170,WHEAT,188,188,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002741,2026-03,FPS-0171,RICE,182,182,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002742,2026-03,FPS-0171,WHEAT,196,196,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002743,2026-03,FPS-0172,RICE,239,239,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002744,2026-03,FPS-0172,WHEAT,191,191,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002745,2026-03,FPS-0173,RICE,168,168,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002746,2026-03,FPS-0173,WHEAT,212,212,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002747,2026-03,FPS-0174,RICE,257,257,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002748,2026-03,FPS-0174,WHEAT,196,196,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002749,2026-03,FPS-0175,RICE,223,223,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002750,2026-03,FPS-0175,WHEAT,208,208,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002751,2026-03,FPS-0176,RICE,190,190,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002752,2026-03,FPS-0176,WHEAT,174,174,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002753,2026-03,FPS-0177,RICE,189,189,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002754,2026-03,FPS-0177,WHEAT,190,190,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002755,2026-03,FPS-0178,RICE,192,192,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002756,2026-03,FPS-0178,WHEAT,186,186,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002757,2026-03,FPS-0179,RICE,251,251,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002758,2026-03,FPS-0179,WHEAT,185,185,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002759,2026-03,FPS-0180,RICE,200,200,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002760,2026-03,FPS-0180,WHEAT,204,204,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002761,2026-03,FPS-0181,RICE,221,221,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002762,2026-03,FPS-0181,WHEAT,190,190,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002763,2026-03,FPS-0182,RICE,206,206,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002764,2026-03,FPS-0182,WHEAT,198,198,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002765,2026-03,FPS-0183,RICE,223,223,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002766,2026-03,FPS-0183,WHEAT,200,200,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002767,2026-03,FPS-0184,RICE,256,256,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002768,2026-03,FPS-0184,WHEAT,187,187,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002769,2026-03,FPS-0185,RICE,207,207,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002770,2026-03,FPS-0185,WHEAT,190,190,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002771,2026-03,FPS-0186,RICE,264,264,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002772,2026-03,FPS-0186,WHEAT,188,188,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002773,2026-03,FPS-0187,RICE,237,237,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002774,2026-03,FPS-0187,WHEAT,151,151,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002775,2026-03,FPS-0188,RICE,182,182,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002776,2026-03,FPS-0188,WHEAT,174,174,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002777,2026-03,FPS-0189,RICE,294,294,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002778,2026-03,FPS-0189,WHEAT,199,199,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002779,2026-03,FPS-0190,RICE,186,186,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002780,2026-03,FPS-0190,WHEAT,189,189,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002781,2026-03,FPS-0191,RICE,176,176,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002782,2026-03,FPS-0191,WHEAT,179,179,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002783,2026-03,FPS-0192,RICE,203,203,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002784,2026-03,FPS-0192,WHEAT,177,177,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002785,2026-03,FPS-0193,RICE,225,225,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002786,2026-03,FPS-0193,WHEAT,194,194,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002787,2026-03,FPS-0194,RICE,195,195,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002788,2026-03,FPS-0194,WHEAT,195,195,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002789,2026-03,FPS-0195,RICE,196,196,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002790,2026-03,FPS-0195,WHEAT,213,213,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002791,2026-03,FPS-0196,RICE,242,242,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002792,2026-03,FPS-0196,WHEAT,166,166,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002793,2026-03,FPS-0197,RICE,248,248,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002794,2026-03,FPS-0197,WHEAT,188,188,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002795,2026-03,FPS-0198,RICE,198,198,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002796,2026-03,FPS-0198,WHEAT,193,193,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002797,2026-03,FPS-0199,RICE,204,204,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002798,2026-03,FPS-0199,WHEAT,188,188,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002799,2026-03,FPS-0200,RICE,202,202,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002800,2026-03,FPS-0200,WHEAT,195,195,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002801,2026-03,FPS-0201,RICE,204,204,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002802,2026-03,FPS-0201,WHEAT,200,200,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002803,2026-03,FPS-0202,RICE,214,214,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002804,2026-03,FPS-0202,WHEAT,186,186,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002805,2026-03,FPS-0203,RICE,204,204,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002806,2026-03,FPS-0203,WHEAT,180,180,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002807,2026-03,FPS-0204,RICE,239,239,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002808,2026-03,FPS-0204,WHEAT,180,180,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002809,2026-03,FPS-0205,RICE,184,184,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002810,2026-03,FPS-0205,WHEAT,191,191,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002811,2026-03,FPS-0206,RICE,271,271,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002812,2026-03,FPS-0206,WHEAT,196,196,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002813,2026-03,FPS-0207,RICE,316,316,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002814,2026-03,FPS-0207,WHEAT,229,229,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002815,2026-03,FPS-0208,RICE,203,203,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002816,2026-03,FPS-0208,WHEAT,188,188,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002817,2026-03,FPS-0209,RICE,232,232,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002818,2026-03,FPS-0209,WHEAT,190,190,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002819,2026-03,FPS-0210,RICE,203,203,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002820,2026-03,FPS-0210,WHEAT,200,200,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002821,2026-03,FPS-0211,RICE,220,220,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002822,2026-03,FPS-0211,WHEAT,197,197,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002823,2026-03,FPS-0212,RICE,191,191,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002824,2026-03,FPS-0212,WHEAT,215,215,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002825,2026-03,FPS-0213,RICE,199,199,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002826,2026-03,FPS-0213,WHEAT,199,199,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002827,2026-03,FPS-0214,RICE,193,193,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002828,2026-03,FPS-0214,WHEAT,174,174,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002829,2026-03,FPS-0215,RICE,173,173,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002830,2026-03,FPS-0215,WHEAT,192,192,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002831,2026-03,FPS-0216,RICE,165,165,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002832,2026-03,FPS-0216,WHEAT,194,194,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002833,2026-03,FPS-0217,RICE,194,194,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002834,2026-03,FPS-0217,WHEAT,208,208,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002835,2026-03,FPS-0218,RICE,184,184,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002836,2026-03,FPS-0218,WHEAT,208,208,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002837,2026-03,FPS-0219,RICE,234,234,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002838,2026-03,FPS-0219,WHEAT,203,203,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002839,2026-03,FPS-0220,RICE,278,278,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002840,2026-03,FPS-0220,WHEAT,172,172,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002841,2026-03,FPS-0221,RICE,220,220,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002842,2026-03,FPS-0221,WHEAT,172,172,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0002843,2026-03,FPS-0222,RICE,228,228,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
