forecast_id,fps_id,cycle,commodity,baseline_demand_kg,intent_demand_kg,forecast_demand_kg,model_version,prediction_generated_at,training_dataset_version,prediction_horizon
FC-0002837,FPS-0219,2026-03,RICE,208,215,235,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002838,FPS-0219,2026-03,WHEAT,200,195,201,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002839,FPS-0220,2026-03,RICE,260,255,266,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002840,FPS-0220,2026-03,WHEAT,180,181,175,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002841,FPS-0221,2026-03,RICE,227,206,218,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002842,FPS-0221,2026-03,WHEAT,200,173,180,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002843,FPS-0222,2026-03,RICE,242,248,240,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002844,FPS-0222,2026-03,WHEAT,200,180,186,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002845,FPS-0223,2026-03,RICE,236,230,235,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002846,FPS-0223,2026-03,WHEAT,200,192,194,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002847,FPS-0224,2026-03,RICE,211,199,174,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002848,FPS-0224,2026-03,WHEAT,200,179,181,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002849,FPS-0225,2026-03,RICE,200,185,197,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002850,FPS-0225,2026-03,WHEAT,200,177,180,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002851,FPS-0226,2026-03,RICE,200,199,192,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002852,FPS-0226,2026-03,WHEAT,200,183,186,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002853,FPS-0227,2026-03,RICE,180,173,169,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002854,FPS-0227,2026-03,WHEAT,200,178,193,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002855,FPS-0228,2026-03,RICE,223,207,208,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002856,FPS-0228,2026-03,WHEAT,200,202,204,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002857,FPS-0229,2026-03,RICE,200,200,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002858,FPS-0229,2026-03,WHEAT,200,181,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002859,FPS-0230,2026-03,RICE,288,287,295,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002860,FPS-0230,2026-03,WHEAT,201,205,211,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002861,FPS-0231,2026-03,RICE,202,200,202,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002862,FPS-0231,2026-03,WHEAT,200,173,190,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002863,FPS-0232,2026-03,RICE,200,191,200,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002864,FPS-0232,2026-03,WHEAT,200,198,200,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002865,FPS-0233,2026-03,RICE,200,201,193,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002866,FPS-0233,2026-03,WHEAT,200,183,195,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002867,FPS-0234,2026-03,RICE,204,193,200,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002868,FPS-0234,2026-03,WHEAT,180,156,164,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002869,FPS-0235,2026-03,RICE,231,219,232,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002870,FPS-0235,2026-03,WHEAT,200,199,200,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002871,FPS-0236,2026-03,RICE,200,194,195,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002872,FPS-0236,2026-03,WHEAT,200,194,202,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002873,FPS-0237,2026-03,RICE,208,193,203,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002874,FPS-0237,2026-03,WHEAT,200,191,187,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002875,FPS-0238,2026-03,RICE,225,205,220,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002876,FPS-0238,2026-03,WHEAT,200,209,211,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002877,FPS-0239,2026-03,RICE,235,245,267,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002878,FPS-0239,2026-03,WHEAT,180,162,163,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002879,FPS-0240,2026-03,RICE,259,258,251,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002880,FPS-0240,2026-03,WHEAT,200,200,207,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002881,FPS-0241,2026-03,RICE,224,209,220,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002882,FPS-0241,2026-03,WHEAT,200,187,185,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002883,FPS-0242,2026-03,RICE,200,177,187,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002884,FPS-0242,2026-03,WHEAT,160,158,154,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002885,FPS-0243,2026-03,RICE,248,227,237,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002886,FPS-0243,2026-03,WHEAT,200,204,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002887,FPS-0244,2026-03,RICE,200,178,189,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002888,FPS-0244,2026-03,WHEAT,200,177,184,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002889,FPS-0245,2026-03,RICE,200,189,192,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002890,FPS-0245,2026-03,WHEAT,200,196,195,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002891,FPS-0246,2026-03,RICE,300,300,307,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002892,FPS-0246,2026-03,WHEAT,215,214,218,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002893,FPS-0247,2026-03,RICE,209,183,195,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002894,FPS-0247,2026-03,WHEAT,200,194,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002895,FPS-0248,2026-03,RICE,315,329,334,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002896,FPS-0248,2026-03,WHEAT,229,200,204,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002897,FPS-0249,2026-03,RICE,291,274,280,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002898,FPS-0249,2026-03,WHEAT,216,198,211,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002899,FPS-0250,2026-03,RICE,200,181,194,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002900,FPS-0250,2026-03,WHEAT,180,158,172,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002901,FPS-0251,2026-03,RICE,200,193,190,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002902,FPS-0251,2026-03,WHEAT,200,171,179,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002903,FPS-0252,2026-03,RICE,204,190,197,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002904,FPS-0252,2026-03,WHEAT,200,180,195,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002905,FPS-0253,2026-03,RICE,263,254,255,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002906,FPS-0253,2026-03,WHEAT,180,181,174,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002907,FPS-0254,2026-03,RICE,200,184,197,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002908,FPS-0254,2026-03,WHEAT,200,183,189,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002909,FPS-0255,2026-03,RICE,200,192,184,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002910,FPS-0255,2026-03,WHEAT,200,198,192,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002911,FPS-0256,2026-03,RICE,200,172,187,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002912,FPS-0256,2026-03,WHEAT,200,171,178,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002913,FPS-0257,2026-03,RICE,182,165,167,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002914,FPS-0257,2026-03,WHEAT,200,205,210,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002915,FPS-0258,2026-03,RICE,200,184,193,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002916,FPS-0258,2026-03,WHEAT,200,173,189,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002917,FPS-0259,2026-03,RICE,200,181,186,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002918,FPS-0259,2026-03,WHEAT,200,189,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002919,FPS-0260,2026-03,RICE,200,186,195,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002920,FPS-0260,2026-03,WHEAT,200,170,186,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002921,FPS-0261,2026-03,RICE,200,207,201,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002922,FPS-0261,2026-03,WHEAT,200,193,190,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002923,FPS-0262,2026-03,RICE,200,178,192,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002924,FPS-0262,2026-03,WHEAT,200,179,186,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002925,FPS-0263,2026-03,RICE,200,185,212,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002926,FPS-0263,2026-03,WHEAT,200,208,199,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002927,FPS-0264,2026-03,RICE,200,174,192,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002928,FPS-0264,2026-03,WHEAT,200,178,190,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002929,FPS-0265,2026-03,RICE,231,233,236,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002930,FPS-0265,2026-03,WHEAT,200,194,203,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002931,FPS-0266,2026-03,RICE,180,178,183,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002932,FPS-0266,2026-03,WHEAT,200,186,198,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002933,FPS-0267,2026-03,RICE,200,180,183,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002934,FPS-0267,2026-03,WHEAT,200,178,191,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002935,FPS-0268,2026-03,RICE,200,200,199,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002936,FPS-0268,2026-03,WHEAT,200,193,194,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002937,FPS-0269,2026-03,RICE,238,209,219,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002938,FPS-0269,2026-03,WHEAT,200,173,187,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002939,FPS-0270,2026-03,RICE,200,203,199,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002940,FPS-0270,2026-03,WHEAT,200,197,198,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002941,FPS-0271,2026-03,RICE,215,183,197,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002942,FPS-0271,2026-03,WHEAT,200,196,203,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002943,FPS-0272,2026-03,RICE,272,233,243,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002944,FPS-0272,2026-03,WHEAT,203,182,190,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002945,FPS-0273,2026-03,RICE,286,293,280,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002946,FPS-0273,2026-03,WHEAT,182,176,173,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002947,FPS-0274,2026-03,RICE,206,175,193,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002948,FPS-0274,2026-03,WHEAT,180,169,172,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002949,FPS-0275,2026-03,RICE,203,202,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002950,FPS-0275,2026-03,WHEAT,200,188,191,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002951,FPS-0276,2026-03,RICE,211,194,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002952,FPS-0276,2026-03,WHEAT,200,178,186,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002953,FPS-0277,2026-03,RICE,212,204,201,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002954,FPS-0277,2026-03,WHEAT,200,201,200,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002955,FPS-0278,2026-03,RICE,200,190,198,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002956,FPS-0278,2026-03,WHEAT,200,193,173,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002957,FPS-0279,2026-03,RICE,307,269,297,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002958,FPS-0279,2026-03,WHEAT,227,222,226,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002959,FPS-0280,2026-03,RICE,200,195,171,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002960,FPS-0280,2026-03,WHEAT,180,184,178,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002961,FPS-0281,2026-03,RICE,203,190,195,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002962,FPS-0281,2026-03,WHEAT,200,182,193,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002963,FPS-0282,2026-03,RICE,239,209,229,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002964,FPS-0282,2026-03,WHEAT,180,166,171,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002965,FPS-0283,2026-03,RICE,200,170,184,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002966,FPS-0283,2026-03,WHEAT,200,184,195,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002967,FPS-0284,2026-03,RICE,200,192,197,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002968,FPS-0284,2026-03,WHEAT,200,209,212,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002969,FPS-0285,2026-03,RICE,221,202,217,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002970,FPS-0285,2026-03,WHEAT,200,177,192,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002971,FPS-0286,2026-03,RICE,200,209,206,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002972,FPS-0286,2026-03,WHEAT,200,174,185,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002973,FPS-0287,2026-03,RICE,345,316,331,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002974,FPS-0287,2026-03,WHEAT,238,221,232,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002975,FPS-0288,2026-03,RICE,200,201,208,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002976,FPS-0288,2026-03,WHEAT,200,209,202,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002977,FPS-0289,2026-03,RICE,200,175,181,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002978,FPS-0289,2026-03,WHEAT,200,196,167,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002979,FPS-0290,2026-03,RICE,205,177,183,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002980,FPS-0290,2026-03,WHEAT,200,193,201,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002981,FPS-0291,2026-03,RICE,238,230,234,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002982,FPS-0291,2026-03,WHEAT,200,196,193,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002983,FPS-0292,2026-03,RICE,268,280,273,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002984,FPS-0292,2026-03,WHEAT,180,175,177,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002985,FPS-0293,2026-03,RICE,216,214,219,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002986,FPS-0293,2026-03,WHEAT,200,204,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002987,FPS-0294,2026-03,RICE,209,199,202,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002988,FPS-0294,2026-03,WHEAT,200,189,200,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002989,FPS-0295,2026-03,RICE,200,172,190,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002990,FPS-0295,2026-03,WHEAT,200,206,205,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002991,FPS-0296,2026-03,RICE,200,174,188,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002992,FPS-0296,2026-03,WHEAT,200,207,201,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002993,FPS-0297,2026-03,RICE,204,188,199,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002994,FPS-0297,2026-03,WHEAT,200,186,198,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002995,FPS-0298,2026-03,RICE,200,187,185,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002996,FPS-0298,2026-03,WHEAT,200,183,198,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002997,FPS-0299,2026-03,RICE,200,206,210,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002998,FPS-0299,2026-03,WHEAT,200,176,183,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0002999,FPS-0300,2026-03,RICE,238,249,229,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003000,FPS-0300,2026-03,WHEAT,200,195,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003001,FPS-0301,2026-03,RICE,219,196,203,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003002,FPS-0301,2026-03,WHEAT,200,181,191,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003003,FPS-0302,2026-03,RICE,222,201,203,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003004,FPS-0302,2026-03,WHEAT,200,184,192,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003005,FPS-0303,2026-03,RICE,200,185,193,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003006,FPS-0303,2026-03,WHEAT,200,188,190,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003007,FPS-0304,2026-03,RICE,238,248,242,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003008,FPS-0304,2026-03,WHEAT,200,174,183,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003009,FPS-0305,2026-03,RICE,208,177,188,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003010,FPS-0305,2026-03,WHEAT,200,197,203,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003011,FPS-0306,2026-03,RICE,200,194,198,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003012,FPS-0306,2026-03,WHEAT,200,191,200,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003013,FPS-0307,2026-03,RICE,218,188,202,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003014,FPS-0307,2026-03,WHEAT,200,181,187,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003015,FPS-0308,2026-03,RICE,210,217,213,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003016,FPS-0308,2026-03,WHEAT,200,172,181,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003017,FPS-0309,2026-03,RICE,234,220,223,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003018,FPS-0309,2026-03,WHEAT,200,178,191,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003019,FPS-0310,2026-03,RICE,200,202,199,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003020,FPS-0310,2026-03,WHEAT,200,201,204,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003021,FPS-0311,2026-03,RICE,251,235,242,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003022,FPS-0311,2026-03,WHEAT,202,191,202,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003023,FPS-0312,2026-03,RICE,253,238,248,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003024,FPS-0312,2026-03,WHEAT,200,176,191,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003025,FPS-0313,2026-03,RICE,181,176,184,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003026,FPS-0313,2026-03,WHEAT,200,191,202,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003027,FPS-0314,2026-03,RICE,229,217,227,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003028,FPS-0314,2026-03,WHEAT,200,183,193,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003029,FPS-0315,2026-03,RICE,221,229,219,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003030,FPS-0315,2026-03,WHEAT,200,171,187,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003031,FPS-0316,2026-03,RICE,200,180,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003032,FPS-0316,2026-03,WHEAT,200,191,195,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003033,FPS-0317,2026-03,RICE,200,179,193,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003034,FPS-0317,2026-03,WHEAT,200,193,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003035,FPS-0318,2026-03,RICE,181,160,163,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003036,FPS-0318,2026-03,WHEAT,200,186,191,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003037,FPS-0319,2026-03,RICE,200,202,205,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003038,FPS-0319,2026-03,WHEAT,200,196,192,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003039,FPS-0320,2026-03,RICE,180,183,176,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003040,FPS-0320,2026-03,WHEAT,200,178,187,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003041,FPS-0321,2026-03,RICE,258,225,249,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003042,FPS-0321,2026-03,WHEAT,201,200,199,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003043,FPS-0322,2026-03,RICE,234,219,226,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003044,FPS-0322,2026-03,WHEAT,200,180,191,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003045,FPS-0323,2026-03,RICE,184,163,167,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003046,FPS-0323,2026-03,WHEAT,200,206,204,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003047,FPS-0324,2026-03,RICE,200,208,205,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003048,FPS-0324,2026-03,WHEAT,200,179,187,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003049,FPS-0325,2026-03,RICE,226,213,224,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003050,FPS-0325,2026-03,WHEAT,200,196,182,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003051,FPS-0326,2026-03,RICE,200,187,186,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003052,FPS-0326,2026-03,WHEAT,180,180,176,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0003053,FPS-0327,2026-03,RICE,230,201,218,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
