intent_id,beneficiary_id,fps_id,cycle,rice_quantity_kg,wheat_quantity_kg,total_quantity_kg,collection_mode,submitted_at,status
INT-0012127,BEN-007651,FPS-0006,2026-02,11,7,18,AUTHORIZED_PERSON,2026-02-07T10:40:00,SUBMITTED
INT-0012128,BEN-003723,FPS-0101,2026-02,17,11,28,SELF,2026-02-08T12:57:00,SUBMITTED
INT-0012129,BEN-008299,FPS-0463,2026-02,10,7,17,AUTHORIZED_PERSON,2026-02-12T08:37:00,SUBMITTED
INT-0012130,BEN-002540,FPS-0262,2026-02,19,12,31,AUTHORIZED_PERSON,2026-02-14T15:35:00,SUBMITTED
INT-0012131,BEN-007774,FPS-0229,2026-02,6,4,10,SELF,2026-02-06T10:39:00,SUBMITTED
INT-0012132,BEN-005206,FPS-0193,2026-02,3,2,5,SELF,2026-02-11T19:21:00,SUBMITTED
INT-0012133,BEN-000208,FPS-0492,2026-02,12,8,20,SELF,2026-02-10T16:18:00,SUBMITTED
INT-0012134,BEN-004401,FPS-0239,2026-02,5,3,8,SELF,2026-02-12T13:59:00,SUBMITTED
INT-0012135,BEN-005431,FPS-0184,2026-02,10,7,17,AUTHORIZED_PERSON,2026-02-05T18:28:00,SUBMITTED
INT-0012136,BEN-005789,FPS-0324,2026-02,9,6,15,SELF,2026-02-17T13:23:00,SUBMITTED
INT-0012137,BEN-006184,FPS-0249,2026-02,11,9,20,SELF,2026-02-16T15:18:00,SUBMITTED
INT-0012138,BEN-006906,FPS-0429,2026-02,8,7,15,AUTHORIZED_PERSON,2026-02-12T14:36:00,SUBMITTED
INT-0012139,BEN-001443,FPS-0455,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-19T10:30:00,SUBMITTED
INT-0012140,BEN-003054,FPS-0249,2026-02,20,15,35,SELF,2026-02-11T09:45:00,SUBMITTED
INT-0012141,BEN-000354,FPS-0389,2026-02,8,6,14,AUTHORIZED_PERSON,2026-02-19T17:30:00,SUBMITTED
INT-0012142,BEN-007987,FPS-0481,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-18T11:33:00,SUBMITTED
INT-0012143,BEN-004046,FPS-0517,2026-02,2,2,4,SELF,2026-02-11T13:48:00,SUBMITTED
INT-0012144,BEN-000412,FPS-0006,2026-02,22,13,35,AUTHORIZED_PERSON,2026-02-10T16:20:00,SUBMITTED
INT-0012145,BEN-009511,FPS-0348,2026-02,19,16,35,SELF,2026-02-19T15:43:00,SUBMITTED
INT-0012146,BEN-007826,FPS-0099,2026-02,6,4,10,SELF,2026-02-10T09:43:00,SUBMITTED
INT-0012147,BEN-002255,FPS-0432,2026-02,14,10,24,AUTHORIZED_PERSON,2026-02-05T13:54:00,SUBMITTED
INT-0012148,BEN-009658,FPS-0219,2026-02,10,7,17,SELF,2026-02-19T18:36:00,SUBMITTED
INT-0012149,BEN-006238,FPS-0324,2026-02,11,8,19,AUTHORIZED_PERSON,2026-02-06T16:52:00,SUBMITTED
INT-0012150,BEN-007701,FPS-0435,2026-02,7,7,14,AUTHORIZED_PERSON,2026-02-10T13:36:00,SUBMITTED
INT-0012151,BEN-009641,FPS-0073,2026-02,12,6,18,SELF,2026-02-17T16:08:00,SUBMITTED
INT-0012152,BEN-004564,FPS-0240,2026-02,14,11,25,AUTHORIZED_PERSON,2026-02-07T17:53:00,SUBMITTED
INT-0012153,BEN-007856,FPS-0032,2026-02,19,15,34,SELF,2026-02-07T16:46:00,SUBMITTED
INT-0012154,BEN-007072,FPS-0526,2026-02,19,16,35,SELF,2026-02-15T17:41:00,SUBMITTED
INT-0012155,BEN-008496,FPS-0123,2026-02,10,7,17,AUTHORIZED_PERSON,2026-02-15T16:06:00,SUBMITTED
INT-0012156,BEN-003127,FPS-0235,2026-02,5,3,8,AUTHORIZED_PERSON,2026-02-10T17:30:00,SUBMITTED
INT-0012157,BEN-005955,FPS-0560,2026-02,20,13,33,AUTHORIZED_PERSON,2026-02-07T09:27:00,SUBMITTED
INT-0012158,BEN-005461,FPS-0025,2026-02,13,7,20,SELF,2026-02-18T08:55:00,SUBMITTED
INT-0012159,BEN-007148,FPS-0399,2026-02,20,15,35,AUTHORIZED_PERSON,2026-02-05T16:39:00,SUBMITTED
INT-0012160,BEN-005874,FPS-0038,2026-02,11,9,20,SELF,2026-02-07T13:31:00,SUBMITTED
INT-0012161,BEN-008071,FPS-0461,2026-02,9,6,15,SELF,2026-02-13T15:23:00,CANCELLED
INT-0012162,BEN-008913,FPS-0475,2026-02,19,15,34,AUTHORIZED_PERSON,2026-02-10T10:20:00,SUBMITTED
INT-0012163,BEN-000240,FPS-0419,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-16T11:19:00,SUBMITTED
INT-0012164,BEN-009234,FPS-0300,2026-02,18,11,29,SELF,2026-02-19T19:40:00,SUBMITTED
INT-0012165,BEN-005406,FPS-0341,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-12T11:59:00,SUBMITTED
INT-0012166,BEN-000676,FPS-0220,2026-02,19,13,32,AUTHORIZED_PERSON,2026-02-15T16:58:00,SUBMITTED
INT-0012167,BEN-008436,FPS-0538,2026-02,19,16,35,AUTHORIZED_PERSON,2026-02-08T17:35:00,SUBMITTED
INT-0012168,BEN-000794,FPS-0458,2026-02,9,6,15,SELF,2026-02-16T15:22:00,SUBMITTED
INT-0012169,BEN-001517,FPS-0467,2026-02,7,5,12,SELF,2026-02-08T08:53:00,SUBMITTED
INT-0012170,BEN-001801,FPS-0427,2026-02,11,7,18,AUTHORIZED_PERSON,2026-02-20T12:45:00,SUBMITTED
INT-0012171,BEN-006358,FPS-0532,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-13T15:12:00,SUBMITTED
INT-0012172,BEN-004189,FPS-0145,2026-02,6,4,10,SELF,2026-02-08T19:50:00,SUBMITTED
INT-0012173,BEN-008236,FPS-0361,2026-02,18,11,29,AUTHORIZED_PERSON,2026-02-15T08:57:00,SUBMITTED
INT-0012174,BEN-006233,FPS-0120,2026-02,10,7,17,SELF,2026-02-14T17:36:00,SUBMITTED
INT-0012175,BEN-000654,FPS-0499,2026-02,7,7,14,SELF,2026-02-09T18:32:00,SUBMITTED
INT-0012176,BEN-008056,FPS-0138,2026-02,9,6,15,SELF,2026-02-10T10:18:00,SUBMITTED
INT-0012177,BEN-001291,FPS-0122,2026-02,5,3,8,SELF,2026-02-05T18:02:00,SUBMITTED
INT-0012178,BEN-008544,FPS-0193,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-10T14:37:00,SUBMITTED
INT-0012179,BEN-003334,FPS-0297,2026-02,12,8,20,SELF,2026-02-14T18:48:00,SUBMITTED
INT-0012180,BEN-000163,FPS-0379,2026-02,2,1,3,AUTHORIZED_PERSON,2026-02-05T14:37:00,SUBMITTED
INT-0012181,BEN-007453,FPS-0149,2026-02,6,5,11,AUTHORIZED_PERSON,2026-02-18T14:08:00,SUBMITTED
INT-0012182,BEN-005108,FPS-0393,2026-02,9,6,15,SELF,2026-02-08T15:33:00,SUBMITTED
INT-0012183,BEN-003844,FPS-0008,2026-02,5,4,9,SELF,2026-02-11T12:35:00,SUBMITTED
INT-0012184,BEN-009729,FPS-0497,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-12T15:36:00,SUBMITTED
INT-0012185,BEN-006968,FPS-0163,2026-02,15,12,27,AUTHORIZED_PERSON,2026-02-15T14:14:00,SUBMITTED
INT-0012186,BEN-007988,FPS-0321,2026-02,18,11,29,SELF,2026-02-13T12:16:00,SUBMITTED
INT-0012187,BEN-009280,FPS-0477,2026-02,12,8,20,SELF,2026-02-11T12:23:00,SUBMITTED
INT-0012188,BEN-004018,FPS-0192,2026-02,7,6,13,AUTHORIZED_PERSON,2026-02-18T12:08:00,SUBMITTED
INT-0012189,BEN-007998,FPS-0040,2026-02,16,9,25,AUTHORIZED_PERSON,2026-02-10T11:02:00,SUBMITTED
INT-0012190,BEN-001844,FPS-0315,2026-02,6,4,10,SELF,2026-02-11T17:20:00,SUBMITTED
INT-0012191,BEN-001732,FPS-0293,2026-02,22,13,35,AUTHORIZED_PERSON,2026-02-20T16:01:00,SUBMITTED
INT-0012192,BEN-004526,FPS-0438,2026-02,2,1,3,SELF,2026-02-20T08:25:00,SUBMITTED
INT-0012193,BEN-000223,FPS-0062,2026-02,18,13,31,SELF,2026-02-17T16:56:00,SUBMITTED
INT-0012194,BEN-008152,FPS-0566,2026-02,12,8,20,SELF,2026-02-05T17:54:00,SUBMITTED
INT-0012195,BEN-009414,FPS-0327,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-17T13:44:00,SUBMITTED
INT-0012196,BEN-007116,FPS-0106,2026-02,12,7,19,SELF,2026-02-14T16:08:00,CANCELLED
INT-0012197,BEN-004236,FPS-0183,2026-02,9,4,13,AUTHORIZED_PERSON,2026-02-09T10:19:00,SUBMITTED
INT-0012198,BEN-006018,FPS-0451,2026-02,17,11,28,SELF,2026-02-15T09:17:00,SUBMITTED
INT-0012199,BEN-009583,FPS-0196,2026-02,6,5,11,SELF,2026-02-12T13:59:00,SUBMITTED
INT-0012200,BEN-009619,FPS-0244,2026-02,11,8,19,SELF,2026-02-17T10:36:00,SUBMITTED
INT-0012201,BEN-005571,FPS-0114,2026-02,5,3,8,SELF,2026-02-18T10:13:00,SUBMITTED
INT-0012202,BEN-000325,FPS-0581,2026-02,9,6,15,SELF,2026-02-10T15:17:00,SUBMITTED
INT-0012203,BEN-006805,FPS-0227,2026-02,5,3,8,SELF,2026-02-16T14:58:00,SUBMITTED
INT-0012204,BEN-003411,FPS-0234,2026-02,2,1,3,AUTHORIZED_PERSON,2026-02-18T13:58:00,SUBMITTED
INT-0012205,BEN-009513,FPS-0081,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-19T11:50:00,SUBMITTED
INT-0012206,BEN-002193,FPS-0434,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-16T10:33:00,SUBMITTED
INT-0012207,BEN-004548,FPS-0590,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-18T14:37:00,SUBMITTED
INT-0012208,BEN-003458,FPS-0297,2026-02,22,13,35,AUTHORIZED_PERSON,2026-02-07T12:56:00,SUBMITTED
INT-0012209,BEN-006947,FPS-0397,2026-02,9,4,13,SELF,2026-02-18T19:02:00,SUBMITTED
INT-0012210,BEN-008560,FPS-0491,2026-02,15,8,23,SELF,2026-02-18T16:25:00,SUBMITTED
INT-0012211,BEN-001225,FPS-0296,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-09T18:13:00,SUBMITTED
INT-0012212,BEN-002744,FPS-0593,2026-02,13,7,20,SELF,2026-02-07T09:45:00,CANCELLED
INT-0012213,BEN-003685,FPS-0154,2026-02,9,7,16,AUTHORIZED_PERSON,2026-02-17T17:28:00,SUBMITTED
INT-0012214,BEN-007653,FPS-0411,2026-02,8,7,15,SELF,2026-02-18T15:31:00,SUBMITTED
INT-0012215,BEN-001426,FPS-0303,2026-02,23,12,35,SELF,2026-02-17T15:20:00,SUBMITTED
INT-0012216,BEN-000291,FPS-0037,2026-02,8,7,15,AUTHORIZED_PERSON,2026-02-12T14:39:00,CANCELLED
INT-0012217,BEN-007004,FPS-0262,2026-02,19,14,33,SELF,2026-02-10T11:09:00,SUBMITTED
INT-0012218,BEN-006969,FPS-0329,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-10T08:07:00,SUBMITTED
INT-0012219,BEN-003369,FPS-0148,2026-02,6,4,10,SELF,2026-02-18T12:49:00,SUBMITTED
INT-0012220,BEN-009753,FPS-0493,2026-02,8,7,15,SELF,2026-02-20T17:21:00,SUBMITTED
INT-0012221,BEN-009907,FPS-0088,2026-02,4,3,7,SELF,2026-02-10T19:22:00,SUBMITTED
INT-0012222,BEN-006397,FPS-0071,2026-02,10,7,17,AUTHORIZED_PERSON,2026-02-13T15:55:00,SUBMITTED
INT-0012223,BEN-005814,FPS-0234,2026-02,13,7,20,AUTHORIZED_PERSON,2026-02-12T12:49:00,SUBMITTED
INT-0012224,BEN-007247,FPS-0277,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-06T13:45:00,SUBMITTED
INT-0012225,BEN-000155,FPS-0398,2026-02,5,4,9,SELF,2026-02-20T08:29:00,SUBMITTED
INT-0012226,BEN-008960,FPS-0326,2026-02,6,4,10,SELF,2026-02-09T12:09:00,SUBMITTED
INT-0012227,BEN-007501,FPS-0034,2026-02,16,10,26,SELF,2026-02-08T11:01:00,SUBMITTED
INT-0012228,BEN-006700,FPS-0274,2026-02,8,6,14,SELF,2026-02-18T11:37:00,SUBMITTED
INT-0012229,BEN-001452,FPS-0592,2026-02,7,6,13,SELF,2026-02-11T12:53:00,SUBMITTED
INT-0012230,BEN-005548,FPS-0391,2026-02,8,5,13,SELF,2026-02-20T19:04:00,SUBMITTED
INT-0012231,BEN-006849,FPS-0259,2026-02,9,4,13,AUTHORIZED_PERSON,2026-02-07T16:45:00,SUBMITTED
INT-0012232,BEN-007279,FPS-0003,2026-02,7,4,11,AUTHORIZED_PERSON,2026-02-12T18:01:00,SUBMITTED
INT-0012233,BEN-000398,FPS-0335,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-05T19:48:00,SUBMITTED
INT-0012234,BEN-009650,FPS-0145,2026-02,6,4,10,SELF,2026-02-15T09:33:00,SUBMITTED
INT-0012235,BEN-000724,FPS-0327,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-18T11:56:00,SUBMITTED
INT-0012236,BEN-008278,FPS-0387,2026-02,8,6,14,SELF,2026-02-20T15:51:00,SUBMITTED
INT-0012237,BEN-004945,FPS-0312,2026-02,7,7,14,AUTHORIZED_PERSON,2026-02-05T11:12:00,SUBMITTED
INT-0012238,BEN-005330,FPS-0246,2026-02,12,9,21,AUTHORIZED_PERSON,2026-02-07T17:01:00,SUBMITTED
INT-0012239,BEN-009774,FPS-0246,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-08T17:00:00,SUBMITTED
INT-0012240,BEN-000993,FPS-0416,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-17T12:30:00,SUBMITTED
INT-0012241,BEN-001657,FPS-0472,2026-02,13,7,20,AUTHORIZED_PERSON,2026-02-08T14:51:00,SUBMITTED
INT-0012242,BEN-000782,FPS-0276,2026-02,11,8,19,AUTHORIZED_PERSON,2026-02-19T11:51:00,SUBMITTED
INT-0012243,BEN-000877,FPS-0176,2026-02,8,6,14,SELF,2026-02-19T10:09:00,SUBMITTED
INT-0012244,BEN-003722,FPS-0165,2026-02,15,10,25,SELF,2026-02-19T16:33:00,SUBMITTED
INT-0012245,BEN-000391,FPS-0269,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-10T13:29:00,SUBMITTED
INT-0012246,BEN-007852,FPS-0259,2026-02,2,1,3,AUTHORIZED_PERSON,2026-02-07T13:15:00,SUBMITTED
INT-0012247,BEN-008537,FPS-0092,2026-02,5,3,8,SELF,2026-02-15T14:18:00,SUBMITTED
INT-0012248,BEN-000254,FPS-0412,2026-02,13,7,20,SELF,2026-02-07T08:44:00,SUBMITTED
INT-0012249,BEN-002211,FPS-0445,2026-02,5,3,8,AUTHORIZED_PERSON,2026-02-05T11:04:00,SUBMITTED
INT-0012250,BEN-004946,FPS-0442,2026-02,7,5,12,AUTHORIZED_PERSON,2026-02-07T15:47:00,CANCELLED
INT-0012251,BEN-002245,FPS-0506,2026-02,13,8,21,AUTHORIZED_PERSON,2026-02-05T11:50:00,SUBMITTED
INT-0012252,BEN-000988,FPS-0294,2026-02,9,5,14,SELF,2026-02-12T11:56:00,SUBMITTED
INT-0012253,BEN-004808,FPS-0170,2026-02,10,7,17,AUTHORIZED_PERSON,2026-02-16T17:50:00,SUBMITTED
INT-0012254,BEN-005278,FPS-0045,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-20T19:30:00,SUBMITTED
INT-0012255,BEN-002124,FPS-0459,2026-02,8,6,14,SELF,2026-02-17T19:22:00,SUBMITTED
INT-0012256,BEN-003264,FPS-0501,2026-02,11,6,17,SELF,2026-02-08T09:18:00,SUBMITTED
INT-0012257,BEN-005781,FPS-0216,2026-02,21,14,35,AUTHORIZED_PERSON,2026-02-08T19:21:00,SUBMITTED
INT-0012258,BEN-008969,FPS-0221,2026-02,5,3,8,SELF,2026-02-14T18:46:00,SUBMITTED
INT-0012259,BEN-007841,FPS-0460,2026-02,19,10,29,SELF,2026-02-15T10:06:00,SUBMITTED
INT-0012260,BEN-005910,FPS-0343,2026-02,6,4,10,SELF,2026-02-20T14:48:00,SUBMITTED
INT-0012261,BEN-000803,FPS-0207,2026-02,15,10,25,SELF,2026-02-08T12:28:00,SUBMITTED
INT-0012262,BEN-006284,FPS-0051,2026-02,7,4,11,SELF,2026-02-12T10:30:00,SUBMITTED
INT-0012263,BEN-003032,FPS-0075,2026-02,10,6,16,SELF,2026-02-20T10:08:00,SUBMITTED
INT-0012264,BEN-002911,FPS-0563,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-12T10:24:00,SUBMITTED
INT-0012265,BEN-006636,FPS-0286,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-15T15:49:00,SUBMITTED
INT-0012266,BEN-004559,FPS-0068,2026-02,9,5,14,SELF,2026-02-11T12:03:00,SUBMITTED
INT-0012267,BEN-008977,FPS-0073,2026-02,9,6,15,SELF,2026-02-08T08:23:00,SUBMITTED
INT-0012268,BEN-006020,FPS-0574,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-11T11:04:00,SUBMITTED
INT-0012269,BEN-005055,FPS-0269,2026-02,4,3,7,SELF,2026-02-09T13:33:00,SUBMITTED
INT-0012270,BEN-000533,FPS-0564,2026-02,6,4,10,SELF,2026-02-09T10:17:00,SUBMITTED
INT-0012271,BEN-005452,FPS-0560,2026-02,11,7,18,SELF,2026-02-20T14:33:00,SUBMITTED
INT-0012272,BEN-004769,FPS-0488,2026-02,17,12,29,SELF,2026-02-08T09:56:00,SUBMITTED
INT-0012273,BEN-006603,FPS-0101,2026-02,22,13,35,SELF,2026-02-18T16:27:00,SUBMITTED
INT-0012274,BEN-008273,FPS-0393,2026-02,22,13,35,AUTHORIZED_PERSON,2026-02-09T16:21:00,SUBMITTED
INT-0012275,BEN-005046,FPS-0057,2026-02,11,6,17,AUTHORIZED_PERSON,2026-02-05T08:59:00,SUBMITTED
INT-0012276,BEN-002797,FPS-0195,2026-02,12,8,20,SELF,2026-02-11T16:52:00,SUBMITTED
INT-0012277,BEN-009288,FPS-0285,2026-02,8,7,15,SELF,2026-02-12T13:03:00,SUBMITTED
INT-0012278,BEN-005492,FPS-0187,2026-02,11,9,20,SELF,2026-02-15T11:49:00,SUBMITTED
INT-0012279,BEN-003669,FPS-0309,2026-02,2,1,3,AUTHORIZED_PERSON,2026-02-20T11:18:00,SUBMITTED
INT-0012280,BEN-009632,FPS-0334,2026-02,21,14,35,SELF,2026-02-17T13:27:00,SUBMITTED
INT-0012281,BEN-000799,FPS-0452,2026-02,7,3,10,AUTHORIZED_PERSON,2026-02-20T18:39:00,SUBMITTED
INT-0012282,BEN-005081,FPS-0406,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-05T08:03:00,SUBMITTED
INT-0012283,BEN-001904,FPS-0004,2026-02,17,13,30,AUTHORIZED_PERSON,2026-02-13T10:19:00,SUBMITTED
INT-0012284,BEN-009146,FPS-0597,2026-02,11,6,17,SELF,2026-02-19T19:09:00,SUBMITTED
INT-0012285,BEN-004938,FPS-0446,2026-02,7,4,11,SELF,2026-02-07T16:48:00,SUBMITTED
INT-0012286,BEN-005242,FPS-0513,2026-02,5,5,10,AUTHORIZED_PERSON,2026-02-15T14:10:00,SUBMITTED
INT-0012287,BEN-005100,FPS-0232,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-11T16:54:00,SUBMITTED
INT-0012288,BEN-002586,FPS-0210,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-14T17:48:00,SUBMITTED
INT-0012289,BEN-004918,FPS-0238,2026-02,14,10,24,SELF,2026-02-09T19:38:00,SUBMITTED
INT-0012290,BEN-009045,FPS-0319,2026-02,9,5,14,SELF,2026-02-06T18:50:00,SUBMITTED
INT-0012291,BEN-001946,FPS-0524,2026-02,10,5,15,AUTHORIZED_PERSON,2026-02-20T19:15:00,SUBMITTED
INT-0012292,BEN-007624,FPS-0373,2026-02,11,7,18,SELF,2026-02-05T09:36:00,CANCELLED
INT-0012293,BEN-000729,FPS-0438,2026-02,14,10,24,SELF,2026-02-13T18:16:00,SUBMITTED
INT-0012294,BEN-009397,FPS-0310,2026-02,14,10,24,SELF,2026-02-05T12:23:00,SUBMITTED
INT-0012295,BEN-001108,FPS-0216,2026-02,2,2,4,SELF,2026-02-07T19:10:00,SUBMITTED
INT-0012296,BEN-004199,FPS-0124,2026-02,14,11,25,SELF,2026-02-07T18:34:00,SUBMITTED
INT-0012297,BEN-001541,FPS-0186,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-08T14:29:00,SUBMITTED
INT-0012298,BEN-006200,FPS-0063,2026-02,7,4,11,SELF,2026-02-13T08:51:00,SUBMITTED
INT-0012299,BEN-001912,FPS-0119,2026-02,16,9,25,AUTHORIZED_PERSON,2026-02-16T13:15:00,SUBMITTED
INT-0012300,BEN-008924,FPS-0404,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-16T16:43:00,CANCELLED
INT-0012301,BEN-008038,FPS-0501,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-17T14:29:00,SUBMITTED
INT-0012302,BEN-006069,FPS-0536,2026-02,14,10,24,SELF,2026-02-20T17:48:00,SUBMITTED
INT-0012303,BEN-004424,FPS-0521,2026-02,9,6,15,SELF,2026-02-08T12:45:00,SUBMITTED
INT-0012304,BEN-007553,FPS-0301,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-18T09:18:00,SUBMITTED
INT-0012305,BEN-001676,FPS-0094,2026-02,8,6,14,SELF,2026-02-19T14:30:00,SUBMITTED
INT-0012306,BEN-001437,FPS-0090,2026-02,13,8,21,SELF,2026-02-07T09:45:00,SUBMITTED
INT-0012307,BEN-003758,FPS-0384,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-19T17:31:00,SUBMITTED
INT-0012308,BEN-001120,FPS-0257,2026-02,8,7,15,SELF,2026-02-12T12:41:00,CANCELLED
INT-0012309,BEN-009982,FPS-0323,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-07T19:49:00,SUBMITTED
INT-0012310,BEN-002559,FPS-0120,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-10T19:36:00,SUBMITTED
INT-0012311,BEN-009348,FPS-0510,2026-02,9,7,16,SELF,2026-02-10T09:19:00,SUBMITTED
INT-0012312,BEN-003578,FPS-0140,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-07T19:57:00,SUBMITTED
INT-0012313,BEN-003457,FPS-0041,2026-02,22,13,35,AUTHORIZED_PERSON,2026-02-06T12:43:00,SUBMITTED
INT-0012314,BEN-004078,FPS-0591,2026-02,7,6,13,AUTHORIZED_PERSON,2026-02-15T13:09:00,SUBMITTED
INT-0012315,BEN-001004,FPS-0049,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-10T12:58:00,SUBMITTED
INT-0012316,BEN-000924,FPS-0416,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-19T19:28:00,SUBMITTED
INT-0012317,BEN-009877,FPS-0138,2026-02,4,3,7,SELF,2026-02-07T19:54:00,SUBMITTED
INT-0012318,BEN-004072,FPS-0588,2026-02,13,8,21,SELF,2026-02-18T18:12:00,SUBMITTED
INT-0012319,BEN-000963,FPS-0061,2026-02,9,7,16,AUTHORIZED_PERSON,2026-02-11T19:47:00,SUBMITTED
INT-0012320,BEN-003329,FPS-0476,2026-02,10,5,15,AUTHORIZED_PERSON,2026-02-13T08:35:00,SUBMITTED
INT-0012321,BEN-002709,FPS-0001,2026-02,15,10,25,SELF,2026-02-05T18:58:00,SUBMITTED
INT-0012322,BEN-009427,FPS-0354,2026-02,11,8,19,AUTHORIZED_PERSON,2026-02-10T09:10:00,SUBMITTED
INT-0012323,BEN-007150,FPS-0192,2026-02,19,11,30,SELF,2026-02-14T14:13:00,SUBMITTED
INT-0012324,BEN-003815,FPS-0323,2026-02,6,4,10,SELF,2026-02-17T19:15:00,SUBMITTED
INT-0012325,BEN-003791,FPS-0053,2026-02,10,6,16,SELF,2026-02-20T16:57:00,SUBMITTED
INT-0012326,BEN-002996,FPS-0394,2026-02,18,12,30,SELF,2026-02-07T13:34:00,SUBMITTED
INT-0012327,BEN-005837,FPS-0491,2026-02,11,8,19,AUTHORIZED_PERSON,2026-02-05T08:00:00,SUBMITTED
INT-0012328,BEN-003191,FPS-0070,2026-02,18,11,29,SELF,2026-02-15T13:36:00,SUBMITTED
INT-0012329,BEN-006441,FPS-0082,2026-02,6,4,10,SELF,2026-02-12T12:09:00,SUBMITTED
INT-0012330,BEN-000499,FPS-0424,2026-02,9,4,13,SELF,2026-02-13T09:47:00,SUBMITTED
INT-0012331,BEN-004907,FPS-0521,2026-02,15,10,25,SELF,2026-02-18T12:05:00,SUBMITTED
INT-0012332,BEN-001203,FPS-0505,2026-02,7,4,11,AUTHORIZED_PERSON,2026-02-15T12:15:00,SUBMITTED
INT-0012333,BEN-000995,FPS-0177,2026-02,11,9,20,SELF,2026-02-19T16:11:00,CANCELLED
INT-0012334,BEN-003327,FPS-0505,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-12T11:07:00,SUBMITTED
INT-0012335,BEN-006122,FPS-0172,2026-02,20,12,32,AUTHORIZED_PERSON,2026-02-15T19:36:00,SUBMITTED
INT-0012336,BEN-005780,FPS-0135,2026-02,19,16,35,SELF,2026-02-11T16:24:00,SUBMITTED
INT-0012337,BEN-008163,FPS-0330,2026-02,9,8,17,SELF,2026-02-10T19:22:00,SUBMITTED
INT-0012338,BEN-006802,FPS-0006,2026-02,17,10,27,AUTHORIZED_PERSON,2026-02-08T17:51:00,SUBMITTED
INT-0012339,BEN-004573,FPS-0373,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-10T18:52:00,SUBMITTED
INT-0012340,BEN-006310,FPS-0131,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-05T18:54:00,SUBMITTED
INT-0012341,BEN-008868,FPS-0188,2026-02,23,12,35,AUTHORIZED_PERSON,2026-02-20T09:35:00,SUBMITTED
INT-0012342,BEN-004391,FPS-0239,2026-02,9,6,15,SELF,2026-02-20T15:10:00,CANCELLED
INT-0012343,BEN-002803,FPS-0362,2026-02,20,14,34,SELF,2026-02-18T16:07:00,SUBMITTED
INT-0012344,BEN-001723,FPS-0382,2026-02,12,7,19,AUTHORIZED_PERSON,2026-02-06T17:37:00,SUBMITTED
INT-0012345,BEN-005445,FPS-0215,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-14T09:35:00,SUBMITTED
INT-0012346,BEN-006788,FPS-0004,2026-02,11,7,18,AUTHORIZED_PERSON,2026-02-10T12:37:00,SUBMITTED
INT-0012347,BEN-008010,FPS-0276,2026-02,4,3,7,SELF,2026-02-11T18:09:00,SUBMITTED
INT-0012348,BEN-007766,FPS-0240,2026-02,20,15,35,AUTHORIZED_PERSON,2026-02-09T09:04:00,SUBMITTED
INT-0012349,BEN-000483,FPS-0554,2026-02,8,7,15,SELF,2026-02-08T14:02:00,SUBMITTED
INT-0012350,BEN-004104,FPS-0493,2026-02,11,7,18,SELF,2026-02-05T11:55:00,SUBMITTED
INT-0012351,BEN-006666,FPS-0475,2026-02,16,8,24,AUTHORIZED_PERSON,2026-02-12T17:05:00,SUBMITTED
