grievance_id,beneficiary_id,fps_id,category,description,created_at,status,resolution,resolved_at
GRV-000407,BEN-002923,FPS-0201,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023102922 at FPS-0201,2026-02-27T09:00:00,IN_REVIEW,,
GRV-000408,BEN-004090,FPS-0189,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023104089 at FPS-0189,2026-01-30T08:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-06T08:00:00
GRV-000409,BEN-001790,FPS-0050,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2024101789 at FPS-0050,2026-02-03T17:00:00,CLOSED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-05T17:00:00
GRV-000410,BEN-007282,FPS-0100,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023107281 at FPS-0100,2026-01-30T01:00:00,IN_REVIEW,,
GRV-000411,BEN-003014,FPS-0049,FPS_CLOSED,FPS_CLOSED reported for RC2024103013 at FPS-0049,2026-02-15T18:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-02-24T18:00:00
GRV-000412,BEN-009154,FPS-0265,OTHER,OTHER reported for RC2023109153 at FPS-0265,2026-02-06T23:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-02-08T23:00:00
GRV-000413,BEN-004009,FPS-0072,FPS_CLOSED,FPS_CLOSED reported for RC2023104008 at FPS-0072,2026-02-19T11:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-02-24T11:00:00
GRV-000414,BEN-007430,FPS-0233,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024107429 at FPS-0233,2026-01-24T01:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-01-31T01:00:00
GRV-000415,BEN-007199,FPS-0584,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024107198 at FPS-0584,2026-03-18T19:00:00,OPEN,,
GRV-000416,BEN-003017,FPS-0279,OTHER,OTHER reported for RC2024103016 at FPS-0279,2026-03-07T19:00:00,CLOSED,Resolved: OTHER verified and adjusted,2026-03-14T19:00:00
GRV-000417,BEN-001377,FPS-0332,OTHER,OTHER reported for RC2025101376 at FPS-0332,2026-02-04T06:00:00,IN_REVIEW,,
GRV-000418,BEN-009822,FPS-0475,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025109821 at FPS-0475,2026-01-22T15:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-01-29T15:00:00
GRV-000419,BEN-002739,FPS-0266,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025102738 at FPS-0266,2026-01-13T09:00:00,CLOSED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-01-23T09:00:00
GRV-000420,BEN-007675,FPS-0148,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023107674 at FPS-0148,2026-03-07T06:00:00,OPEN,,
GRV-000421,BEN-003339,FPS-0408,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025103338 at FPS-0408,2026-03-11T00:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-14T00:00:00
GRV-000422,BEN-002593,FPS-0480,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023102592 at FPS-0480,2026-03-05T15:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-03-15T15:00:00
GRV-000423,BEN-005329,FPS-0416,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023105328 at FPS-0416,2026-01-09T10:00:00,IN_REVIEW,,
GRV-000424,BEN-005722,FPS-0378,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023105721 at FPS-0378,2026-03-19T08:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-03-22T08:00:00
GRV-000425,BEN-006443,FPS-0326,OTHER,OTHER reported for RC2024106442 at FPS-0326,2026-02-06T08:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-02-15T08:00:00
GRV-000426,BEN-006100,FPS-0327,QUALITY,QUALITY reported for RC2023106099 at FPS-0327,2026-03-15T03:00:00,CLOSED,Resolved: QUALITY verified and adjusted,2026-03-23T03:00:00
GRV-000427,BEN-002234,FPS-0505,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2024102233 at FPS-0505,2026-01-05T15:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-01-10T15:00:00
GRV-000428,BEN-001229,FPS-0287,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024101228 at FPS-0287,2026-02-04T09:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-10T09:00:00
GRV-000429,BEN-007060,FPS-0514,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023107059 at FPS-0514,2026-02-24T04:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-03-01T04:00:00
GRV-000430,BEN-002249,FPS-0504,FPS_CLOSED,FPS_CLOSED reported for RC2024102248 at FPS-0504,2026-01-08T17:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-01-09T17:00:00
GRV-000431,BEN-002260,FPS-0376,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023102259 at FPS-0376,2026-01-30T00:00:00,IN_REVIEW,,
GRV-000432,BEN-000022,FPS-0059,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023100021 at FPS-0059,2026-01-08T14:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-01-17T14:00:00
GRV-000433,BEN-002620,FPS-0499,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023102619 at FPS-0499,2026-01-06T11:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-01-15T11:00:00
GRV-000434,BEN-005281,FPS-0275,QUALITY,QUALITY reported for RC2023105280 at FPS-0275,2026-03-19T10:00:00,CLOSED,Resolved: QUALITY verified and adjusted,2026-03-26T10:00:00
GRV-000435,BEN-002761,FPS-0099,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023102760 at FPS-0099,2026-03-07T19:00:00,IN_REVIEW,,
GRV-000436,BEN-007883,FPS-0053,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024107882 at FPS-0053,2026-02-15T22:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-20T22:00:00
GRV-000437,BEN-001625,FPS-0454,QUALITY,QUALITY reported for RC2024101624 at FPS-0454,2026-01-28T13:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-02-03T13:00:00
GRV-000438,BEN-006238,FPS-0324,QUALITY,QUALITY reported for RC2023106237 at FPS-0324,2026-02-04T15:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-02-07T15:00:00
GRV-000439,BEN-004362,FPS-0326,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025104361 at FPS-0326,2026-01-16T05:00:00,IN_REVIEW,,
GRV-000440,BEN-004073,FPS-0157,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024104072 at FPS-0157,2026-02-08T06:00:00,OPEN,,
GRV-000441,BEN-009987,FPS-0334,OTHER,OTHER reported for RC2025109986 at FPS-0334,2026-01-23T09:00:00,OPEN,,
GRV-000442,BEN-003182,FPS-0377,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024103181 at FPS-0377,2026-01-19T22:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-01-29T22:00:00
GRV-000443,BEN-004019,FPS-0412,FPS_CLOSED,FPS_CLOSED reported for RC2024104018 at FPS-0412,2026-01-06T07:00:00,IN_REVIEW,,
GRV-000444,BEN-009168,FPS-0452,OTHER,OTHER reported for RC2025109167 at FPS-0452,2026-02-24T19:00:00,OPEN,,
GRV-000445,BEN-003185,FPS-0024,QUALITY,QUALITY reported for RC2024103184 at FPS-0024,2026-02-22T15:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-03-01T15:00:00
GRV-000446,BEN-005232,FPS-0337,QUALITY,QUALITY reported for RC2025105231 at FPS-0337,2026-02-24T17:00:00,CLOSED,Resolved: QUALITY verified and adjusted,2026-02-25T17:00:00
GRV-000447,BEN-005519,FPS-0571,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024105518 at FPS-0571,2026-03-03T22:00:00,IN_REVIEW,,
GRV-000448,BEN-006484,FPS-0407,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023106483 at FPS-0407,2026-02-12T11:00:00,OPEN,,
GRV-000449,BEN-008972,FPS-0297,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024108971 at FPS-0297,2026-01-24T22:00:00,IN_REVIEW,,
GRV-000450,BEN-003165,FPS-0202,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025103164 at FPS-0202,2026-03-18T10:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-25T10:00:00
GRV-000451,BEN-000231,FPS-0265,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025100230 at FPS-0265,2026-02-25T03:00:00,CLOSED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-04T03:00:00
GRV-000452,BEN-001064,FPS-0488,QUALITY,QUALITY reported for RC2024101063 at FPS-0488,2026-02-25T19:00:00,IN_REVIEW,,
GRV-000453,BEN-001692,FPS-0131,OTHER,OTHER reported for RC2025101691 at FPS-0131,2026-01-14T22:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-01-21T22:00:00
GRV-000454,BEN-009565,FPS-0464,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023109564 at FPS-0464,2026-02-20T19:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-02-27T19:00:00
GRV-000455,BEN-001931,FPS-0102,QUALITY,QUALITY reported for RC2024101930 at FPS-0102,2026-02-27T02:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-02-28T02:00:00
GRV-000456,BEN-007965,FPS-0241,FPS_CLOSED,FPS_CLOSED reported for RC2025107964 at FPS-0241,2026-01-18T07:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-01-27T07:00:00
GRV-000457,BEN-003281,FPS-0315,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2024103280 at FPS-0315,2026-03-16T22:00:00,CLOSED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-03-21T22:00:00
GRV-000458,BEN-000460,FPS-0441,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023100459 at FPS-0441,2026-01-20T08:00:00,IN_REVIEW,,
GRV-000459,BEN-007243,FPS-0299,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023107242 at FPS-0299,2026-03-14T07:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-22T07:00:00
GRV-000460,BEN-003906,FPS-0580,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025103905 at FPS-0580,2026-03-07T00:00:00,OPEN,,
GRV-000461,BEN-003900,FPS-0319,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025103899 at FPS-0319,2026-03-11T21:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-03-14T21:00:00
GRV-000462,BEN-004686,FPS-0493,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025104685 at FPS-0493,2026-03-19T17:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-29T17:00:00
GRV-000463,BEN-005925,FPS-0184,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025105924 at FPS-0184,2026-01-21T12:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-01-28T12:00:00
GRV-000464,BEN-000695,FPS-0100,OTHER,OTHER reported for RC2024100694 at FPS-0100,2026-02-08T02:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-02-12T02:00:00
GRV-000465,BEN-009311,FPS-0124,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024109310 at FPS-0124,2026-03-01T17:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-11T17:00:00
GRV-000466,BEN-007706,FPS-0530,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024107705 at FPS-0530,2026-01-05T04:00:00,IN_REVIEW,,
GRV-000467,BEN-003108,FPS-0021,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025103107 at FPS-0021,2026-02-18T12:00:00,OPEN,,
GRV-000468,BEN-006529,FPS-0207,FPS_CLOSED,FPS_CLOSED reported for RC2023106528 at FPS-0207,2026-01-28T15:00:00,OPEN,,
GRV-000469,BEN-005736,FPS-0363,QUALITY,QUALITY reported for RC2025105735 at FPS-0363,2026-03-04T10:00:00,IN_REVIEW,,
GRV-000470,BEN-004780,FPS-0488,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023104779 at FPS-0488,2026-03-01T21:00:00,CLOSED,Resolved: SHORT_DELIVERY verified and adjusted,2026-03-08T21:00:00
GRV-000471,BEN-009567,FPS-0126,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025109566 at FPS-0126,2026-02-05T22:00:00,OPEN,,
GRV-000472,BEN-003206,FPS-0345,QUALITY,QUALITY reported for RC2024103205 at FPS-0345,2026-02-16T03:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-02-22T03:00:00
GRV-000473,BEN-003480,FPS-0396,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025103479 at FPS-0396,2026-02-07T17:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-08T17:00:00
GRV-000474,BEN-003670,FPS-0084,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023103669 at FPS-0084,2026-02-09T23:00:00,IN_REVIEW,,
GRV-000475,BEN-003889,FPS-0163,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023103888 at FPS-0163,2026-03-09T22:00:00,CLOSED,Resolved: SHORT_DELIVERY verified and adjusted,2026-03-15T22:00:00
GRV-000476,BEN-002921,FPS-0142,QUALITY,QUALITY reported for RC2024102920 at FPS-0142,2026-01-06T03:00:00,CLOSED,Resolved: QUALITY verified and adjusted,2026-01-09T03:00:00
GRV-000477,BEN-006936,FPS-0402,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025106935 at FPS-0402,2026-03-07T17:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-13T17:00:00
GRV-000478,BEN-008084,FPS-0042,OTHER,OTHER reported for RC2024108083 at FPS-0042,2026-01-20T15:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-01-22T15:00:00
GRV-000479,BEN-000271,FPS-0271,QUALITY,QUALITY reported for RC2023100270 at FPS-0271,2026-02-10T13:00:00,OPEN,,
GRV-000480,BEN-001707,FPS-0332,QUALITY,QUALITY reported for RC2025101706 at FPS-0332,2026-03-15T21:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-03-23T21:00:00
GRV-000481,BEN-008604,FPS-0472,QUALITY,QUALITY reported for RC2025108603 at FPS-0472,2026-02-18T00:00:00,OPEN,,
GRV-000482,BEN-008675,FPS-0376,FPS_CLOSED,FPS_CLOSED reported for RC2024108674 at FPS-0376,2026-02-25T10:00:00,OPEN,,
GRV-000483,BEN-008160,FPS-0024,FPS_CLOSED,FPS_CLOSED reported for RC2025108159 at FPS-0024,2026-03-19T11:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-03-22T11:00:00
GRV-000484,BEN-005023,FPS-0281,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023105022 at FPS-0281,2026-02-01T00:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-02T00:00:00
GRV-000485,BEN-002901,FPS-0357,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025102900 at FPS-0357,2026-03-15T07:00:00,CLOSED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-03-21T07:00:00
GRV-000486,BEN-006379,FPS-0528,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023106378 at FPS-0528,2026-02-03T00:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-12T00:00:00
GRV-000487,BEN-007947,FPS-0343,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025107946 at FPS-0343,2026-03-20T08:00:00,OPEN,,
GRV-000488,BEN-000508,FPS-0574,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023100507 at FPS-0574,2026-02-18T09:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-21T09:00:00
GRV-000489,BEN-004157,FPS-0041,QUALITY,QUALITY reported for RC2024104156 at FPS-0041,2026-02-03T23:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-02-08T23:00:00
GRV-000490,BEN-004787,FPS-0505,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024104786 at FPS-0505,2026-01-07T14:00:00,OPEN,,
GRV-000491,BEN-005560,FPS-0488,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023105559 at FPS-0488,2026-02-05T10:00:00,OPEN,,
GRV-000492,BEN-006236,FPS-0445,FPS_CLOSED,FPS_CLOSED reported for RC2024106235 at FPS-0445,2026-03-12T19:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-03-13T19:00:00
GRV-000493,BEN-008822,FPS-0504,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2024108821 at FPS-0504,2026-02-24T20:00:00,CLOSED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-26T20:00:00
GRV-000494,BEN-004959,FPS-0174,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025104958 at FPS-0174,2026-02-24T13:00:00,CLOSED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-06T13:00:00
GRV-000495,BEN-009511,FPS-0348,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023109510 at FPS-0348,2026-03-16T09:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-24T09:00:00
GRV-000496,BEN-005096,FPS-0354,QUALITY,QUALITY reported for RC2024105095 at FPS-0354,2026-02-17T03:00:00,CLOSED,Resolved: QUALITY verified and adjusted,2026-02-22T03:00:00
GRV-000497,BEN-000820,FPS-0586,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023100819 at FPS-0586,2026-01-07T16:00:00,OPEN,,
GRV-000498,BEN-009535,FPS-0588,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023109534 at FPS-0588,2026-02-05T22:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-07T22:00:00
GRV-000499,BEN-008759,FPS-0088,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2024108758 at FPS-0088,2026-02-26T13:00:00,IN_REVIEW,,
GRV-000500,BEN-006568,FPS-0318,OTHER,OTHER reported for RC2023106567 at FPS-0318,2026-02-18T10:00:00,OPEN,,
