inspection_id,fps_id,inspector_id,inspection_date,stock_expected_kg,stock_observed_kg,stock_variance_kg,weighing_accuracy,moisture_status,shop_condition,stock_register_verified,epos_verified,finding,status,evidence_reference,sealed_hash
INSP-000351,FPS-0482,OFF-00038,2026-01-14,584,643,59,0.99,NORMAL,AVERAGE,NO,YES,STOCK_VARIANCE,SEALED,EVID-4897,4c479a4cec6806f653d98af140f0a1a4d657cdcd2424c344b4618cfde7aaa083
INSP-000352,FPS-0571,OFF-00045,2026-03-06,1756,1709,-47,0.97,LOW,AVERAGE,YES,YES,NORMAL,SEALED,EVID-5587,a90697fd520001309c978da317260c4d3eb020e17ba10f9c3e1995a915a8ea19
INSP-000353,FPS-0001,OFF-00038,2026-02-23,729,719,-10,0.98,LOW,GOOD,YES,YES,NORMAL,SUBMITTED,EVID-3446,c6799d0adb347a9ffb28691190a2ef6efadc96d186e7c6ff2e5fe770c04d5ed9
INSP-000354,FPS-0399,OFF-00053,2026-03-04,1116,1092,-24,1.0,HIGH,POOR,NO,NO,NORMAL,SEALED,EVID-3754,5e9636e6a1921487fa72fe480894c9254882449b1968dadce7825736a5b4edf5
INSP-000355,FPS-0226,OFF-00010,2026-01-28,1151,1164,13,0.97,LOW,AVERAGE,YES,YES,NORMAL,SUBMITTED,EVID-4344,c6f6bf17a85d32c5c3ed99a16f8d8cedb775dfeb8617a4efc8dd4c47a0610e8f
INSP-000356,FPS-0174,OFF-00046,2026-03-04,2621,2609,-12,0.98,LOW,AVERAGE,NO,NO,NORMAL,SEALED,EVID-5949,b77f036ee9600675aad3f0053e2ca96ccf0d05e2b52e67073b911011109fe46b
INSP-000357,FPS-0079,OFF-00021,2026-03-05,1290,1277,-13,0.99,HIGH,AVERAGE,NO,NO,NORMAL,SUBMITTED,EVID-7853,12ffc2daae242b777e3ad949053bb6bd9402298c0c5d5443cd476fda33315156
INSP-000358,FPS-0522,OFF-00066,2026-02-02,1518,1519,1,0.99,NORMAL,GOOD,YES,YES,NORMAL,SUBMITTED,EVID-7690,5cfb9043a6ecc1197cd00f4ec6e4460f4d1579862670e69008bf6497efe848ce
INSP-000359,FPS-0227,OFF-00051,2026-03-02,1445,1456,11,1.0,HIGH,GOOD,YES,YES,NORMAL,SUBMITTED,EVID-7983,1ec65c16b5b363ed6b8c1a4fea9b3497ea4fe74c27a9df4da373b5154dbb37f0
INSP-000360,FPS-0363,OFF-00009,2026-01-28,2081,2078,-3,0.99,LOW,POOR,YES,NO,NORMAL,SUBMITTED,EVID-1991,c2ac60ea3e0837673a18a08c6f2f853033862fef05db0e7143dc3fcea63cc895
INSP-000361,FPS-0105,OFF-00053,2026-02-18,1506,1507,1,0.97,LOW,AVERAGE,NO,NO,NORMAL,SEALED,EVID-3459,02cdc0614a289a3ddb20a3607a970a49e9291eff1c563f80105ba76f3b985b01
INSP-000362,FPS-0117,OFF-00049,2026-01-17,949,968,19,0.99,HIGH,POOR,NO,NO,NORMAL,SUBMITTED,EVID-7471,3b7f31362f5ac2c1e30eb6a50e97bc49bfc601ee3b9f236c2dd9c67a5a86505b
INSP-000363,FPS-0249,OFF-00045,2026-01-31,1031,1023,-8,1.0,HIGH,GOOD,NO,NO,NORMAL,SUBMITTED,EVID-9953,0df4c36808b84817d69a7c207eb4b9228edbfb546c397662a7ea42cb93ab39c6
INSP-000364,FPS-0500,OFF-00043,2026-02-03,1034,1019,-15,0.97,NORMAL,GOOD,YES,YES,NORMAL,SEALED,EVID-1811,b58400d96d0c84a1d370a92979163d30720260d103c45551665d9621575f4356
INSP-000365,FPS-0204,OFF-00042,2026-03-03,1157,1138,-19,0.99,NORMAL,AVERAGE,YES,YES,NORMAL,SEALED,EVID-3822,1d2250e0a556bcb543a1500ffb441201a058cc0fb937b92fcd3dfa56b4d9b743
INSP-000366,FPS-0232,OFF-00012,2026-02-25,1035,979,-56,0.99,HIGH,POOR,YES,NO,STOCK_VARIANCE,SUBMITTED,EVID-1487,f12d2bf8f7a55b6a46fc00dbda5f6d2b2f6a2d64a79223970e94adbd61c38e90
INSP-000367,FPS-0197,OFF-00060,2026-02-24,602,587,-15,0.98,HIGH,POOR,YES,YES,NORMAL,SEALED,EVID-8980,2d8d22f57b8a65ec377c6b631298e3a1337efaf0e964adaff1831eea4ed9d744
INSP-000368,FPS-0266,OFF-00050,2026-02-13,1271,1253,-18,0.99,HIGH,POOR,NO,NO,NORMAL,SEALED,EVID-4469,f2385818af3af2d33fa56b76c296050a4f417054a1598fc188c751625342af60
INSP-000369,FPS-0017,OFF-00015,2026-02-01,1400,1420,20,0.97,HIGH,POOR,YES,NO,NORMAL,SEALED,EVID-8300,b5a175b8f0b1061714810b2c298d91c7b767bfd5e4f83bf29bf2ce33102382bc
INSP-000370,FPS-0076,OFF-00025,2026-02-14,1905,1923,18,1.0,NORMAL,POOR,NO,YES,NORMAL,SEALED,EVID-3496,6597261f18d47e08c6e5ce1504802452e49d2448400bd20ef9952c9e21e6c820
INSP-000371,FPS-0187,OFF-00031,2026-02-13,1126,1112,-14,0.99,NORMAL,GOOD,NO,YES,NORMAL,SEALED,EVID-7925,d3beed8a11802ed0de322cd0dd99fc0fc5411697119d0f8ca309f3e5a9770177
INSP-000372,FPS-0488,OFF-00033,2026-02-22,2444,2397,-47,1.0,LOW,POOR,NO,YES,NORMAL,SUBMITTED,EVID-8488,47aa603d7cee6ef2d0128e50ff163007a8d74a9a0bf4178a4db9c50fa4ceafe9
INSP-000373,FPS-0486,OFF-00030,2026-02-13,1964,1984,20,0.98,NORMAL,GOOD,YES,NO,NORMAL,SUBMITTED,EVID-4739,b450a12badc437f2bd994c18ee0169b96e1dec5c87fb7ca4b4600691d1b9f785
INSP-000374,FPS-0585,OFF-00015,2026-03-10,1356,1374,18,0.98,HIGH,GOOD,NO,YES,NORMAL,SEALED,EVID-1979,1e74bf855182153447944f9994c04a5442aa836df5ca73e912a72f514efe8d84
INSP-000375,FPS-0333,OFF-00009,2026-03-03,1163,1156,-7,0.97,LOW,AVERAGE,YES,YES,NORMAL,SUBMITTED,EVID-2506,218cacc4b3b44b1bdc1a41567e4d362b2a9bb592a0c9a5cb3ff76b24b8ee872a
INSP-000376,FPS-0354,OFF-00013,2026-02-01,2554,2356,-198,0.99,LOW,AVERAGE,YES,YES,STOCK_VARIANCE,SUBMITTED,EVID-2748,d0d7b0caedbcabe4d13a5f15371c0563619b161f1400e1f82b133baf5c5f573b
INSP-000377,FPS-0183,OFF-00055,2026-03-02,847,860,13,1.0,NORMAL,GOOD,NO,YES,NORMAL,DRAFT,EVID-2053,86e1435c0743401b13689a99c0d566397f0a0a6107324c49f59357a3e34e2c4c
INSP-000378,FPS-0075,OFF-00037,2026-01-28,532,532,0,0.97,LOW,POOR,YES,YES,NORMAL,SUBMITTED,EVID-8077,11ea261256cf0ee62450351d4ec6bec2954258f32902c17ff5c3059de13599f3
INSP-000379,FPS-0397,OFF-00019,2026-02-27,1009,999,-10,0.97,NORMAL,GOOD,YES,NO,NORMAL,SEALED,EVID-3823,4da0c6a997e6556040e2a509326123da3246823bd85f3c9bb4177eb4ca4c61d3
INSP-000380,FPS-0108,OFF-00026,2026-01-09,2038,1996,-42,0.97,LOW,GOOD,NO,YES,NORMAL,SEALED,EVID-9577,218b9509e57d4f8ca37190fb9f6dee6809cab1bbdc113c8894df1847c090ce19
INSP-000381,FPS-0371,OFF-00066,2026-03-01,746,744,-2,0.97,LOW,GOOD,NO,NO,NORMAL,SUBMITTED,EVID-2781,09fe3eb30c8e8755c4a83f199a2307ec5d2fc22919e3c9ce1a4be82b04a761fe
INSP-000382,FPS-0331,OFF-00015,2026-03-16,904,920,16,0.99,NORMAL,GOOD,YES,YES,NORMAL,SEALED,EVID-8868,75c4992cd6f9951c2f2d206b6b5b84e2f2c073d435ac3a9077f212492d5bc01c
INSP-000383,FPS-0537,OFF-00049,2026-02-03,1607,1565,-42,1.0,LOW,AVERAGE,YES,NO,NORMAL,SEALED,EVID-1724,20d6ad1531f9d483a3c015d92d0fc6bb87294cc2110ae38fb3abcabbb943b929
INSP-000384,FPS-0254,OFF-00023,2026-03-13,1843,1703,-140,0.99,NORMAL,AVERAGE,YES,YES,STOCK_VARIANCE,SEALED,EVID-5337,f50c125c18f2616f0dbe5590af54b20fc3278959426bed383e7e33ef87a8be89
INSP-000385,FPS-0367,OFF-00012,2026-02-02,1204,1233,29,0.98,NORMAL,POOR,YES,YES,NORMAL,SEALED,EVID-8767,8c03e1532796371979c21179457cb9b5662bbbf62f6022c0391ceb2eea3c316b
INSP-000386,FPS-0332,OFF-00060,2026-01-05,1766,1769,3,0.99,HIGH,POOR,NO,NO,NORMAL,SEALED,EVID-6217,ae1a70281b3d8aaaefe60ea6d740145837c31b6db67e3f4b1f4ecc820a36b9d9
INSP-000387,FPS-0466,OFF-00022,2026-03-19,973,1000,27,0.99,LOW,AVERAGE,YES,NO,NORMAL,SEALED,EVID-8947,361a86f065c1a89ed32e61f1a7c4b02aada96e02032d2f9570677177975bf8d4
INSP-000388,FPS-0527,OFF-00030,2026-03-06,1834,1799,-35,0.98,HIGH,AVERAGE,YES,YES,NORMAL,SEALED,EVID-2902,333d75f5654bada79392d8320972a0d7c6d1c9db068e37c001896950c729a156
INSP-000389,FPS-0154,OFF-00055,2026-01-19,1322,1409,87,0.98,NORMAL,POOR,YES,YES,STOCK_VARIANCE,SUBMITTED,EVID-1927,430adbac994207e6304ea9cc9e2d1de4549cde2b1e4b476fac4198cdad9ea115
INSP-000390,FPS-0278,OFF-00042,2026-03-04,1452,1444,-8,0.99,HIGH,POOR,YES,NO,NORMAL,DRAFT,EVID-3320,2de3c43d5544230714f28b8704bce1584e8e57976f0761737acca08a967e3fe1
INSP-000391,FPS-0453,OFF-00009,2026-01-03,2654,2731,77,0.97,HIGH,GOOD,NO,YES,NORMAL,SEALED,EVID-7636,df6cbfa733c4bc1c1200a204f68bff22046343954beb1e18fde5ca15c039ff31
INSP-000392,FPS-0163,OFF-00031,2026-03-01,1054,1054,0,0.98,HIGH,GOOD,YES,YES,NORMAL,SEALED,EVID-4713,254f5222c9e36582ec94e07228f7035fb25cc4e6942ee80ed7a8bb4f0e6cfd69
INSP-000393,FPS-0275,OFF-00016,2026-02-17,1193,1182,-11,1.0,LOW,POOR,NO,YES,NORMAL,SEALED,EVID-7993,515406ab9fd08c875ca00321185dcc36d65c4e746c5a3742b7f07e418fc5494a
INSP-000394,FPS-0176,OFF-00061,2026-02-23,1681,1716,35,0.98,HIGH,AVERAGE,YES,NO,NORMAL,SEALED,EVID-2123,581523e011b2d6a16516e9d38a34cf1cbbac27741eea79f387a110838125330b
INSP-000395,FPS-0570,OFF-00035,2026-02-04,1353,1239,-114,0.99,HIGH,GOOD,NO,NO,STOCK_VARIANCE,SUBMITTED,EVID-9314,a8e6962ac9a6cd79bb12e0b39604f2a27207aaf26470f044cc8f4fe44b19d948
INSP-000396,FPS-0314,OFF-00019,2026-02-03,719,701,-18,0.97,LOW,AVERAGE,NO,NO,NORMAL,SEALED,EVID-5243,23990ace0f301d9ab1823b88ef2b20cbc24e2c477284ab7b671b6dd90a67b48c
INSP-000397,FPS-0206,OFF-00010,2026-02-22,1539,1529,-10,1.0,NORMAL,GOOD,NO,NO,NORMAL,SUBMITTED,EVID-6536,eae5d62972daa8a2c9ff9ecb79c73ed31d5be50c49b0438dcbb1bb52ee9cad00
INSP-000398,FPS-0254,OFF-00013,2026-01-25,1828,1858,30,0.99,LOW,POOR,YES,NO,NORMAL,SEALED,EVID-5558,c4c3558ec1cc9e2f95eb3855236878b76b4080f4371fab57b759eb5ffbd4a8f4
INSP-000399,FPS-0074,OFF-00038,2026-02-10,1006,1029,23,0.98,NORMAL,POOR,YES,NO,NORMAL,SUBMITTED,EVID-5836,96169ae1db494a5415c24a76276021cc1d66e967450e2235908f497909dc1160
INSP-000400,FPS-0061,OFF-00042,2026-01-13,1485,1595,110,0.99,NORMAL,POOR,NO,NO,STOCK_VARIANCE,SEALED,EVID-7262,5fd72b2afd89886531a8f43badb9da2ff97c2d076ce9ab75471258a06f93d8ca
