manifest_item_id,manifest_id,fps_id,commodity,planned_kg,sequence_number,allocation_id
MI-0002669,MAN-000225,FPS-0032,WHEAT,186,2,ALLOC-0002464
MI-0002670,MAN-000225,FPS-0107,RICE,198,3,ALLOC-0002613
MI-0002671,MAN-000225,FPS-0107,WHEAT,189,3,ALLOC-0002614
MI-0002672,MAN-000225,FPS-0207,RICE,316,4,ALLOC-0002813
MI-0002673,MAN-000225,FPS-0207,WHEAT,229,4,ALLOC-0002814
MI-0002674,MAN-000225,FPS-0007,RICE,187,5,ALLOC-0002413
MI-0002675,MAN-000225,FPS-0007,WHEAT,228,5,ALLOC-0002414
MI-0002676,MAN-000225,FPS-0357,RICE,188,6,ALLOC-0003113
MI-0002677,MAN-000225,FPS-0357,WHEAT,186,6,ALLOC-0003114
MI-0002678,MAN-000226,FPS-0307,RICE,191,1,ALLOC-0003013
MI-0002679,MAN-000226,FPS-0307,WHEAT,178,1,ALLOC-0003014
MI-0002680,MAN-000226,FPS-0557,RICE,206,2,ALLOC-0003513
MI-0002681,MAN-000226,FPS-0557,WHEAT,194,2,ALLOC-0003514
MI-0002682,MAN-000226,FPS-0507,RICE,204,3,ALLOC-0003413
MI-0002683,MAN-000226,FPS-0507,WHEAT,190,3,ALLOC-0003414
MI-0002684,MAN-000226,FPS-0082,RICE,226,4,ALLOC-0002563
MI-0002685,MAN-000226,FPS-0082,WHEAT,203,4,ALLOC-0002564
MI-0002686,MAN-000226,FPS-0382,RICE,199,5,ALLOC-0003163
MI-0002687,MAN-000226,FPS-0382,WHEAT,202,5,ALLOC-0003164
MI-0002688,MAN-000226,FPS-0232,RICE,209,6,ALLOC-0002863
MI-0002689,MAN-000226,FPS-0232,WHEAT,198,6,ALLOC-0002864
MI-0002690,MAN-000227,FPS-0157,RICE,219,1,ALLOC-0002713
MI-0002691,MAN-000227,FPS-0157,WHEAT,193,1,ALLOC-0002714
MI-0002692,MAN-000227,FPS-0432,RICE,334,2,ALLOC-0003263
MI-0002693,MAN-000227,FPS-0432,WHEAT,218,2,ALLOC-0003264
MI-0002694,MAN-000227,FPS-0482,RICE,159,3,ALLOC-0003363
MI-0002695,MAN-000227,FPS-0482,WHEAT,216,3,ALLOC-0003364
MI-0002696,MAN-000227,FPS-0332,RICE,202,4,ALLOC-0003063
MI-0002697,MAN-000227,FPS-0332,WHEAT,186,4,ALLOC-0003064
MI-0002698,MAN-000227,FPS-0132,RICE,302,5,ALLOC-0002663
MI-0002699,MAN-000227,FPS-0132,WHEAT,196,5,ALLOC-0002664
MI-0002700,MAN-000227,FPS-0457,RICE,217,6,ALLOC-0003313
MI-0002701,MAN-000227,FPS-0457,WHEAT,205,6,ALLOC-0003314
MI-0002702,MAN-000228,FPS-0182,RICE,206,1,ALLOC-0002763
MI-0002703,MAN-000228,FPS-0182,WHEAT,198,1,ALLOC-0002764
MI-0002704,MAN-000228,FPS-0282,RICE,239,2,ALLOC-0002963
MI-0002705,MAN-000228,FPS-0282,WHEAT,163,2,ALLOC-0002964
MI-0002706,MAN-000228,FPS-0057,RICE,244,3,ALLOC-0002513
MI-0002707,MAN-000228,FPS-0057,WHEAT,195,3,ALLOC-0002514
MI-0002708,MAN-000228,FPS-0532,RICE,179,4,ALLOC-0003463
MI-0002709,MAN-000228,FPS-0532,WHEAT,195,4,ALLOC-0003464
MI-0002710,MAN-000228,FPS-0257,RICE,160,5,ALLOC-0002913
MI-0002711,MAN-000228,FPS-0257,WHEAT,210,5,ALLOC-0002914
MI-0002712,MAN-000228,FPS-0582,RICE,189,6,ALLOC-0003563
MI-0002713,MAN-000228,FPS-0582,WHEAT,203,6,ALLOC-0003564
MI-0002714,MAN-000229,FPS-0433,RICE,176,1,ALLOC-0003265
MI-0002715,MAN-000229,FPS-0433,WHEAT,191,1,ALLOC-0003266
MI-0002716,MAN-000229,FPS-0408,RICE,192,2,ALLOC-0003215
MI-0002717,MAN-000229,FPS-0408,WHEAT,180,2,ALLOC-0003216
MI-0002718,MAN-000229,FPS-0333,RICE,350,3,ALLOC-0003065
MI-0002719,MAN-000229,FPS-0333,WHEAT,238,3,ALLOC-0003066
MI-0002720,MAN-000229,FPS-0558,RICE,261,4,ALLOC-0003515
MI-0002721,MAN-000229,FPS-0558,WHEAT,212,4,ALLOC-0003516
MI-0002722,MAN-000229,FPS-0083,RICE,200,5,ALLOC-0002565
MI-0002723,MAN-000229,FPS-0083,WHEAT,180,5,ALLOC-0002566
MI-0002724,MAN-000229,FPS-0533,RICE,229,6,ALLOC-0003465
MI-0002725,MAN-000229,FPS-0533,WHEAT,205,6,ALLOC-0003466
MI-0002726,MAN-000230,FPS-0283,RICE,179,1,ALLOC-0002965
MI-0002727,MAN-000230,FPS-0283,WHEAT,196,1,ALLOC-0002966
MI-0002728,MAN-000230,FPS-0583,RICE,180,2,ALLOC-0003565
MI-0002729,MAN-000230,FPS-0583,WHEAT,176,2,ALLOC-0003566
MI-0002730,MAN-000230,FPS-0483,RICE,207,3,ALLOC-0003365
MI-0002731,MAN-000230,FPS-0483,WHEAT,198,3,ALLOC-0003366
MI-0002732,MAN-000230,FPS-0458,RICE,190,4,ALLOC-0003315
MI-0002733,MAN-000230,FPS-0458,WHEAT,214,4,ALLOC-0003316
MI-0002734,MAN-000230,FPS-0008,RICE,185,5,ALLOC-0002415
MI-0002735,MAN-000230,FPS-0008,WHEAT,206,5,ALLOC-0002416
MI-0002736,MAN-000230,FPS-0058,RICE,213,6,ALLOC-0002515
MI-0002737,MAN-000230,FPS-0058,WHEAT,186,6,ALLOC-0002516
MI-0002738,MAN-000231,FPS-0108,RICE,203,1,ALLOC-0002615
MI-0002739,MAN-000231,FPS-0108,WHEAT,214,1,ALLOC-0002616
MI-0002740,MAN-000231,FPS-0508,RICE,255,2,ALLOC-0003415
MI-0002741,MAN-000231,FPS-0508,WHEAT,196,2,ALLOC-0003416
MI-0002742,MAN-000231,FPS-0233,RICE,187,3,ALLOC-0002865
MI-0002743,MAN-000231,FPS-0233,WHEAT,203,3,ALLOC-0002866
MI-0002744,MAN-000231,FPS-0033,RICE,199,4,ALLOC-0002465
MI-0002745,MAN-000231,FPS-0033,WHEAT,193,4,ALLOC-0002466
MI-0002746,MAN-000231,FPS-0383,RICE,187,5,ALLOC-0003165
MI-0002747,MAN-000231,FPS-0383,WHEAT,190,5,ALLOC-0003166
MI-0002748,MAN-000231,FPS-0358,RICE,196,6,ALLOC-0003115
MI-0002749,MAN-000231,FPS-0358,WHEAT,197,6,ALLOC-0003116
MI-0002750,MAN-000232,FPS-0183,RICE,223,1,ALLOC-0002765
MI-0002751,MAN-000232,FPS-0183,WHEAT,200,1,ALLOC-0002766
MI-0002752,MAN-000232,FPS-0258,RICE,192,2,ALLOC-0002915
MI-0002753,MAN-000232,FPS-0258,WHEAT,181,2,ALLOC-0002916
MI-0002754,MAN-000232,FPS-0133,RICE,205,3,ALLOC-0002665
MI-0002755,MAN-000232,FPS-0133,WHEAT,201,3,ALLOC-0002666
MI-0002756,MAN-000232,FPS-0208,RICE,203,4,ALLOC-0002815
MI-0002757,MAN-000232,FPS-0208,WHEAT,188,4,ALLOC-0002816
MI-0002758,MAN-000232,FPS-0308,RICE,215,5,ALLOC-0003015
MI-0002759,MAN-000232,FPS-0308,WHEAT,187,5,ALLOC-0003016
MI-0002760,MAN-000232,FPS-0158,RICE,198,6,ALLOC-0002715
MI-0002761,MAN-000232,FPS-0158,WHEAT,204,6,ALLOC-0002716
MI-0002762,MAN-000233,FPS-0034,RICE,209,1,ALLOC-0002467
MI-0002763,MAN-000233,FPS-0034,WHEAT,198,1,ALLOC-0002468
MI-0002764,MAN-000233,FPS-0434,RICE,238,2,ALLOC-0003267
MI-0002765,MAN-000233,FPS-0434,WHEAT,207,2,ALLOC-0003268
MI-0002766,MAN-000233,FPS-0409,RICE,222,3,ALLOC-0003217
MI-0002767,MAN-000233,FPS-0409,WHEAT,182,3,ALLOC-0003218
MI-0002768,MAN-000233,FPS-0009,RICE,194,4,ALLOC-0002417
MI-0002769,MAN-000233,FPS-0009,WHEAT,194,4,ALLOC-0002418
MI-0002770,MAN-000233,FPS-0159,RICE,179,5,ALLOC-0002717
MI-0002771,MAN-000233,FPS-0159,WHEAT,204,5,ALLOC-0002718
MI-0002772,MAN-000233,FPS-0134,RICE,192,6,ALLOC-0002667
MI-0002773,MAN-000233,FPS-0134,WHEAT,196,6,ALLOC-0002668
MI-0002774,MAN-000234,FPS-0334,RICE,195,1,ALLOC-0003067
MI-0002775,MAN-000234,FPS-0334,WHEAT,199,1,ALLOC-0003068
MI-0002776,MAN-000234,FPS-0459,RICE,210,2,ALLOC-0003317
MI-0002777,MAN-000234,FPS-0459,WHEAT,190,2,ALLOC-0003318
MI-0002778,MAN-000234,FPS-0109,RICE,187,3,ALLOC-0002617
MI-0002779,MAN-000234,FPS-0109,WHEAT,196,3,ALLOC-0002618
MI-0002780,MAN-000234,FPS-0359,RICE,330,4,ALLOC-0003117
MI-0002781,MAN-000234,FPS-0359,WHEAT,218,4,ALLOC-0003118
MI-0002782,MAN-000234,FPS-0059,RICE,210,5,ALLOC-0002517
MI-0002783,MAN-000234,FPS-0059,WHEAT,189,5,ALLOC-0002518
MI-0002784,MAN-000234,FPS-0384,RICE,254,6,ALLOC-0003167
MI-0002785,MAN-000234,FPS-0384,WHEAT,188,6,ALLOC-0003168
MI-0002786,MAN-000235,FPS-0184,RICE,256,1,ALLOC-0002767
MI-0002787,MAN-000235,FPS-0184,WHEAT,187,1,ALLOC-0002768
MI-0002788,MAN-000235,FPS-0584,RICE,205,2,ALLOC-0003567
MI-0002789,MAN-000235,FPS-0584,WHEAT,194,2,ALLOC-0003568
MI-0002790,MAN-000235,FPS-0209,RICE,232,3,ALLOC-0002817
MI-0002791,MAN-000235,FPS-0209,WHEAT,190,3,ALLOC-0002818
MI-0002792,MAN-000235,FPS-0559,RICE,155,4,ALLOC-0003517
MI-0002793,MAN-000235,FPS-0559,WHEAT,184,4,ALLOC-0003518
MI-0002794,MAN-000235,FPS-0534,RICE,188,5,ALLOC-0003467
MI-0002795,MAN-000235,FPS-0534,WHEAT,208,5,ALLOC-0003468
MI-0002796,MAN-000235,FPS-0484,RICE,189,6,ALLOC-0003367
MI-0002797,MAN-000235,FPS-0484,WHEAT,208,6,ALLOC-0003368
MI-0002798,MAN-000236,FPS-0259,RICE,184,1,ALLOC-0002917
MI-0002799,MAN-000236,FPS-0259,WHEAT,187,1,ALLOC-0002918
MI-0002800,MAN-000236,FPS-0084,RICE,276,2,ALLOC-0002567
MI-0002801,MAN-000236,FPS-0084,WHEAT,225,2,ALLOC-0002568
MI-0002802,MAN-000236,FPS-0509,RICE,198,3,ALLOC-0003417
MI-0002803,MAN-000236,FPS-0509,WHEAT,177,3,ALLOC-0003418
MI-0002804,MAN-000236,FPS-0284,RICE,206,4,ALLOC-0002967
MI-0002805,MAN-000236,FPS-0284,WHEAT,206,4,ALLOC-0002968
MI-0002806,MAN-000236,FPS-0234,RICE,207,5,ALLOC-0002867
MI-0002807,MAN-000236,FPS-0234,WHEAT,164,5,ALLOC-0002868
MI-0002808,MAN-000236,FPS-0309,RICE,220,6,ALLOC-0003017
MI-0002809,MAN-000236,FPS-0309,WHEAT,181,6,ALLOC-0003018
MI-0002810,MAN-000237,FPS-0185,RICE,207,1,ALLOC-0002769
MI-0002811,MAN-000237,FPS-0185,WHEAT,190,1,ALLOC-0002770
MI-0002812,MAN-000237,FPS-0035,RICE,211,2,ALLOC-0002469
MI-0002813,MAN-000237,FPS-0035,WHEAT,201,2,ALLOC-0002470
MI-0002814,MAN-000237,FPS-0060,RICE,220,3,ALLOC-0002519
MI-0002815,MAN-000237,FPS-0060,WHEAT,181,3,ALLOC-0002520
MI-0002816,MAN-000237,FPS-0285,RICE,212,4,ALLOC-0002969
MI-0002817,MAN-000237,FPS-0285,WHEAT,195,4,ALLOC-0002970
MI-0002818,MAN-000237,FPS-0010,RICE,256,5,ALLOC-0002419
MI-0002819,MAN-000237,FPS-0010,WHEAT,184,5,ALLOC-0002420
MI-0002820,MAN-000237,FPS-0360,RICE,210,6,ALLOC-0003119
MI-0002821,MAN-000237,FPS-0360,WHEAT,185,6,ALLOC-0003120
MI-0002822,MAN-000238,FPS-0310,RICE,207,1,ALLOC-0003019
MI-0002823,MAN-000238,FPS-0310,WHEAT,212,1,ALLOC-0003020
MI-0002824,MAN-000238,FPS-0335,RICE,256,2,ALLOC-0003069
MI-0002825,MAN-000238,FPS-0335,WHEAT,193,2,ALLOC-0003070
MI-0002826,MAN-000238,FPS-0585,RICE,202,3,ALLOC-0003569
MI-0002827,MAN-000238,FPS-0585,WHEAT,198,3,ALLOC-0003570
MI-0002828,MAN-000238,FPS-0485,RICE,206,4,ALLOC-0003369
MI-0002829,MAN-000238,FPS-0485,WHEAT,196,4,ALLOC-0003370
MI-0002830,MAN-000238,FPS-0260,RICE,193,5,ALLOC-0002919
MI-0002831,MAN-000238,FPS-0260,WHEAT,183,5,ALLOC-0002920
MI-0002832,MAN-000238,FPS-0110,RICE,193,6,ALLOC-0002619
MI-0002833,MAN-000238,FPS-0110,WHEAT,183,6,ALLOC-0002620
MI-0002834,MAN-000239,FPS-0535,RICE,196,1,ALLOC-0003469
MI-0002835,MAN-000239,FPS-0535,WHEAT,194,1,ALLOC-0003470
MI-0002836,MAN-000239,FPS-0085,RICE,196,2,ALLOC-0002569
MI-0002837,MAN-000239,FPS-0085,WHEAT,205,2,ALLOC-0002570
MI-0002838,MAN-000239,FPS-0160,RICE,190,3,ALLOC-0002719
MI-0002839,MAN-000239,FPS-0160,WHEAT,185,3,ALLOC-0002720
MI-0002840,MAN-000239,FPS-0385,RICE,272,4,ALLOC-0003169
MI-0002841,MAN-000239,FPS-0385,WHEAT,190,4,ALLOC-0003170
MI-0002842,MAN-000239,FPS-0510,RICE,182,5,ALLOC-0003419
MI-0002843,MAN-000239,FPS-0510,WHEAT,185,5,ALLOC-0003420
MI-0002844,MAN-000239,FPS-0435,RICE,211,6,ALLOC-0003269
MI-0002845,MAN-000239,FPS-0435,WHEAT,194,6,ALLOC-0003270
MI-0002846,MAN-000240,FPS-0410,RICE,285,1,ALLOC-0003219
MI-0002847,MAN-000240,FPS-0410,WHEAT,213,1,ALLOC-0003220
MI-0002848,MAN-000240,FPS-0135,RICE,192,2,ALLOC-0002669
MI-0002849,MAN-000240,FPS-0135,WHEAT,185,2,ALLOC-0002670
MI-0002850,MAN-000240,FPS-0235,RICE,236,3,ALLOC-0002869
MI-0002851,MAN-000240,FPS-0235,WHEAT,195,3,ALLOC-0002870
MI-0002852,MAN-000240,FPS-0460,RICE,202,4,ALLOC-0003319
MI-0002853,MAN-000240,FPS-0460,WHEAT,167,4,ALLOC-0003320
MI-0002854,MAN-000240,FPS-0210,RICE,203,5,ALLOC-0002819
MI-0002855,MAN-000240,FPS-0210,WHEAT,200,5,ALLOC-0002820
MI-0002856,MAN-000240,FPS-0560,RICE,258,6,ALLOC-0003519
MI-0002857,MAN-000240,FPS-0560,WHEAT,201,6,ALLOC-0003520
MI-0002858,MAN-000241,FPS-0211,RICE,220,1,ALLOC-0002821
MI-0002859,MAN-000241,FPS-0211,WHEAT,197,1,ALLOC-0002822
MI-0002860,MAN-000241,FPS-0486,RICE,197,2,ALLOC-0003371
MI-0002861,MAN-000241,FPS-0486,WHEAT,191,2,ALLOC-0003372
MI-0002862,MAN-000241,FPS-0286,RICE,204,3,ALLOC-0002971
MI-0002863,MAN-000241,FPS-0286,WHEAT,191,3,ALLOC-0002972
MI-0002864,MAN-000241,FPS-0461,RICE,207,4,ALLOC-0003321
MI-0002865,MAN-000241,FPS-0461,WHEAT,205,4,ALLOC-0003322
MI-0002866,MAN-000241,FPS-0586,RICE,214,5,ALLOC-0003571
MI-0002867,MAN-000241,FPS-0586,WHEAT,189,5,ALLOC-0003572
MI-0002868,MAN-000241,FPS-0061,RICE,187,6,ALLOC-0002521
MI-0002869,MAN-000241,FPS-0061,WHEAT,198,6,ALLOC-0002522
MI-0002870,MAN-000242,FPS-0436,RICE,210,1,ALLOC-0003271
MI-0002871,MAN-000242,FPS-0436,WHEAT,187,1,ALLOC-0003272
MI-0002872,MAN-000242,FPS-0186,RICE,264,2,ALLOC-0002771
MI-0002873,MAN-000242,FPS-0186,WHEAT,188,2,ALLOC-0002772
MI-0002874,MAN-000242,FPS-0361,RICE,204,3,ALLOC-0003121
MI-0002875,MAN-000242,FPS-0361,WHEAT,186,3,ALLOC-0003122
MI-0002876,MAN-000242,FPS-0336,RICE,228,4,ALLOC-0003071
MI-0002877,MAN-000242,FPS-0336,WHEAT,172,4,ALLOC-0003072
MI-0002878,MAN-000242,FPS-0086,RICE,190,5,ALLOC-0002571
MI-0002879,MAN-000242,FPS-0086,WHEAT,197,5,ALLOC-0002572
MI-0002880,MAN-000242,FPS-0136,RICE,217,6,ALLOC-0002671
MI-0002881,MAN-000242,FPS-0136,WHEAT,195,6,ALLOC-0002672
MI-0002882,MAN-000243,FPS-0511,RICE,175,1,ALLOC-0003421
MI-0002883,MAN-000243,FPS-0511,WHEAT,199,1,ALLOC-0003422
MI-0002884,MAN-000243,FPS-0561,RICE,197,2,ALLOC-0003521
MI-0002885,MAN-000243,FPS-0561,WHEAT,165,2,ALLOC-0003522
MI-0002886,MAN-000243,FPS-0411,RICE,204,3,ALLOC-0003221
MI-0002887,MAN-000243,FPS-0411,WHEAT,191,3,ALLOC-0003222
MI-0002888,MAN-000243,FPS-0036,RICE,261,4,ALLOC-0002471
MI-0002889,MAN-000243,FPS-0036,WHEAT,198,4,ALLOC-0002472
MI-0002890,MAN-000243,FPS-0311,RICE,252,5,ALLOC-0003021
MI-0002891,MAN-000243,FPS-0311,WHEAT,201,5,ALLOC-0003022
MI-0002892,MAN-000243,FPS-0011,RICE,199,6,ALLOC-0002421
MI-0002893,MAN-000243,FPS-0011,WHEAT,176,6,ALLOC-0002422
MI-0002894,MAN-000244,FPS-0536,RICE,170,1,ALLOC-0003471
MI-0002895,MAN-000244,FPS-0536,WHEAT,181,1,ALLOC-0003472
MI-0002896,MAN-000244,FPS-0111,RICE,191,2,ALLOC-0002621
MI-0002897,MAN-000244,FPS-0111,WHEAT,165,2,ALLOC-0002622
MI-0002898,MAN-000244,FPS-0161,RICE,275,3,ALLOC-0002721
MI-0002899,MAN-000244,FPS-0161,WHEAT,182,3,ALLOC-0002722
MI-0002900,MAN-000244,FPS-0261,RICE,207,4,ALLOC-0002921
MI-0002901,MAN-000244,FPS-0261,WHEAT,194,4,ALLOC-0002922
MI-0002902,MAN-000244,FPS-0236,RICE,198,5,ALLOC-0002871
MI-0002903,MAN-000244,FPS-0236,WHEAT,204,5,ALLOC-0002872
MI-0002904,MAN-000244,FPS-0386,RICE,182,6,ALLOC-0003171
MI-0002905,MAN-000244,FPS-0386,WHEAT,189,6,ALLOC-0003172
MI-0002906,MAN-000245,FPS-0012,RICE,241,1,ALLOC-0002423
MI-0002907,MAN-000245,FPS-0012,WHEAT,204,1,ALLOC-0002424
MI-0002908,MAN-000245,FPS-0087,RICE,193,2,ALLOC-0002573
MI-0002909,MAN-000245,FPS-0087,WHEAT,206,2,ALLOC-0002574
MI-0002910,MAN-000245,FPS-0362,RICE,174,3,ALLOC-0003123
MI-0002911,MAN-000245,FPS-0362,WHEAT,188,3,ALLOC-0003124
MI-0002912,MAN-000245,FPS-0412,RICE,231,4,ALLOC-0003223
MI-0002913,MAN-000245,FPS-0412,WHEAT,193,4,ALLOC-0003224
MI-0002914,MAN-000245,FPS-0187,RICE,237,5,ALLOC-0002773
MI-0002915,MAN-000245,FPS-0187,WHEAT,151,5,ALLOC-0002774
MI-0002916,MAN-000245,FPS-0562,RICE,262,6,ALLOC-0003523
MI-0002917,MAN-000245,FPS-0562,WHEAT,194,6,ALLOC-0003524
MI-0002918,MAN-000246,FPS-0487,RICE,196,1,ALLOC-0003373
MI-0002919,MAN-000246,FPS-0487,WHEAT,208,1,ALLOC-0003374
MI-0002920,MAN-000246,FPS-0037,RICE,211,2,ALLOC-0002473
MI-0002921,MAN-000246,FPS-0037,WHEAT,185,2,ALLOC-0002474
MI-0002922,MAN-000246,FPS-0312,RICE,238,3,ALLOC-0003023
MI-0002923,MAN-000246,FPS-0312,WHEAT,197,3,ALLOC-0003024
MI-0002924,MAN-000246,FPS-0462,RICE,184,4,ALLOC-0003323
MI-0002925,MAN-000246,FPS-0462,WHEAT,189,4,ALLOC-0003324
MI-0002926,MAN-000246,FPS-0162,RICE,186,5,ALLOC-0002723
MI-0002927,MAN-000246,FPS-0162,WHEAT,183,5,ALLOC-0002724
MI-0002928,MAN-000246,FPS-0112,RICE,190,6,ALLOC-0002623
MI-0002929,MAN-000246,FPS-0112,WHEAT,195,6,ALLOC-0002624
MI-0002930,MAN-000247,FPS-0137,RICE,175,1,ALLOC-0002673
MI-0002931,MAN-000247,FPS-0137,WHEAT,167,1,ALLOC-0002674
MI-0002932,MAN-000247,FPS-0237,RICE,204,2,ALLOC-0002873
MI-0002933,MAN-000247,FPS-0237,WHEAT,179,2,ALLOC-0002874
MI-0002934,MAN-000247,FPS-0262,RICE,183,3,ALLOC-0002923
MI-0002935,MAN-000247,FPS-0262,WHEAT,182,3,ALLOC-0002924
MI-0002936,MAN-000247,FPS-0587,RICE,217,4,ALLOC-0003573
MI-0002937,MAN-000247,FPS-0587,WHEAT,181,4,ALLOC-0003574
MI-0002938,MAN-000247,FPS-0437,RICE,188,5,ALLOC-0003273
MI-0002939,MAN-000247,FPS-0437,WHEAT,177,5,ALLOC-0003274
MI-0002940,MAN-000247,FPS-0212,RICE,191,6,ALLOC-0002823
MI-0002941,MAN-000247,FPS-0212,WHEAT,215,6,ALLOC-0002824
MI-0002942,MAN-000248,FPS-0537,RICE,187,1,ALLOC-0003473
MI-0002943,MAN-000248,FPS-0537,WHEAT,201,1,ALLOC-0003474
MI-0002944,MAN-000248,FPS-0062,RICE,196,2,ALLOC-0002523
MI-0002945,MAN-000248,FPS-0062,WHEAT,168,2,ALLOC-0002524
MI-0002946,MAN-000248,FPS-0512,RICE,180,3,ALLOC-0003423
MI-0002947,MAN-000248,FPS-0512,WHEAT,171,3,ALLOC-0003424
MI-0002948,MAN-000248,FPS-0337,RICE,178,4,ALLOC-0003073
MI-0002949,MAN-000248,FPS-0337,WHEAT,202,4,ALLOC-0003074
MI-0002950,MAN-000248,FPS-0387,RICE,311,5,ALLOC-0003173
MI-0002951,MAN-000248,FPS-0387,WHEAT,218,5,ALLOC-0003174
MI-0002952,MAN-000248,FPS-0287,RICE,339,6,ALLOC-0002973
MI-0002953,MAN-000248,FPS-0287,WHEAT,234,6,ALLOC-0002974
MI-0002954,MAN-000249,FPS-0438,RICE,195,1,ALLOC-0003275
MI-0002955,MAN-000249,FPS-0438,WHEAT,188,1,ALLOC-0003276
MI-0002956,MAN-000249,FPS-0063,RICE,244,2,ALLOC-0002525
MI-0002957,MAN-000249,FPS-0063,WHEAT,176,2,ALLOC-0002526
MI-0002958,MAN-000249,FPS-0313,RICE,179,3,ALLOC-0003025
MI-0002959,MAN-000249,FPS-0313,WHEAT,192,3,ALLOC-0003026
MI-0002960,MAN-000249,FPS-0538,RICE,183,4,ALLOC-0003475
MI-0002961,MAN-000249,FPS-0538,WHEAT,200,4,ALLOC-0003476
MI-0002962,MAN-000249,FPS-0038,RICE,237,5,ALLOC-0002475
MI-0002963,MAN-000249,FPS-0038,WHEAT,194,5,ALLOC-0002476
MI-0002964,MAN-000249,FPS-0288,RICE,208,6,ALLOC-0002975
MI-0002965,MAN-000249,FPS-0288,WHEAT,192,6,ALLOC-0002976
MI-0002966,MAN-000250,FPS-0013,RICE,222,1,ALLOC-0002425
MI-0002967,MAN-000250,FPS-0013,WHEAT,178,1,ALLOC-0002426
MI-0002968,MAN-000250,FPS-0213,RICE,199,2,ALLOC-0002825
MI-0002969,MAN-000250,FPS-0213,WHEAT,199,2,ALLOC-0002826
MI-0002970,MAN-000250,FPS-0463,RICE,248,3,ALLOC-0003325
MI-0002971,MAN-000250,FPS-0463,WHEAT,198,3,ALLOC-0003326
MI-0002972,MAN-000250,FPS-0563,RICE,355,4,ALLOC-0003525
MI-0002973,MAN-000250,FPS-0563,WHEAT,257,4,ALLOC-0003526
MI-0002974,MAN-000250,FPS-0188,RICE,182,5,ALLOC-0002775
MI-0002975,MAN-000250,FPS-0188,WHEAT,174,5,ALLOC-0002776
MI-0002976,MAN-000250,FPS-0113,RICE,200,6,ALLOC-0002625
MI-0002977,MAN-000250,FPS-0113,WHEAT,177,6,ALLOC-0002626
MI-0002978,MAN-000251,FPS-0163,RICE,177,1,ALLOC-0002725
MI-0002979,MAN-000251,FPS-0163,WHEAT,182,1,ALLOC-0002726
MI-0002980,MAN-000251,FPS-0263,RICE,204,2,ALLOC-0002925
MI-0002981,MAN-000251,FPS-0263,WHEAT,206,2,ALLOC-0002926
MI-0002982,MAN-000251,FPS-0513,RICE,180,3,ALLOC-0003425
MI-0002983,MAN-000251,FPS-0513,WHEAT,180,3,ALLOC-0003426
MI-0002984,MAN-000251,FPS-0138,RICE,275,4,ALLOC-0002675
MI-0002985,MAN-000251,FPS-0138,WHEAT,205,4,ALLOC-0002676
MI-0002986,MAN-000251,FPS-0388,RICE,163,5,ALLOC-0003175
MI-0002987,MAN-000251,FPS-0388,WHEAT,187,5,ALLOC-0003176
MI-0002988,MAN-000251,FPS-0238,RICE,223,6,ALLOC-0002875
MI-0002989,MAN-000251,FPS-0238,WHEAT,208,6,ALLOC-0002876
MI-0002990,MAN-000252,FPS-0088,RICE,207,1,ALLOC-0002575
MI-0002991,MAN-000252,FPS-0088,WHEAT,194,1,ALLOC-0002576
MI-0002992,MAN-000252,FPS-0338,RICE,213,2,ALLOC-0003075
MI-0002993,MAN-000252,FPS-0338,WHEAT,197,2,ALLOC-0003076
MI-0002994,MAN-000252,FPS-0488,RICE,213,3,ALLOC-0003375
MI-0002995,MAN-000252,FPS-0488,WHEAT,194,3,ALLOC-0003376
MI-0002996,MAN-000252,FPS-0588,RICE,217,4,ALLOC-0003575
MI-0002997,MAN-000252,FPS-0588,WHEAT,199,4,ALLOC-0003576
MI-0002998,MAN-000252,FPS-0363,RICE,212,5,ALLOC-0003125
MI-0002999,MAN-000252,FPS-0363,WHEAT,183,5,ALLOC-0003126
MI-0003000,MAN-000252,FPS-0413,RICE,154,6,ALLOC-0003225
MI-0003001,MAN-000252,FPS-0413,WHEAT,175,6,ALLOC-0003226
MI-0003002,MAN-000253,FPS-0464,RICE,203,1,ALLOC-0003327
MI-0003003,MAN-000253,FPS-0464,WHEAT,184,1,ALLOC-0003328
MI-0003004,MAN-000253,FPS-0514,RICE,197,2,ALLOC-0003427
MI-0003005,MAN-000253,FPS-0514,WHEAT,188,2,ALLOC-0003428
MI-0003006,MAN-000253,FPS-0214,RICE,193,3,ALLOC-0002827
MI-0003007,MAN-000253,FPS-0214,WHEAT,174,3,ALLOC-0002828
MI-0003008,MAN-000253,FPS-0239,RICE,271,4,ALLOC-0002877
MI-0003009,MAN-000253,FPS-0239,WHEAT,168,4,ALLOC-0002878
MI-0003010,MAN-000253,FPS-0339,RICE,174,5,ALLOC-0003077
MI-0003011,MAN-000253,FPS-0339,WHEAT,184,5,ALLOC-0003078
MI-0003012,MAN-000253,FPS-0039,RICE,200,6,ALLOC-0002477
MI-0003013,MAN-000253,FPS-0039,WHEAT,206,6,ALLOC-0002478
MI-0003014,MAN-000254,FPS-0089,RICE,210,1,ALLOC-0002577
MI-0003015,MAN-000254,FPS-0089,WHEAT,184,1,ALLOC-0002578
MI-0003016,MAN-000254,FPS-0564,RICE,187,2,ALLOC-0003527
